RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,Link,Latitude,Longitude,Location1
000416-20CP,Complaint,Request,,"Per Online; The boiler system has been partially down since Wednesday, January 8th after the fire in the trash chute we had no heat and no notice that something was wrong until Sunday, January 12th. They did distribute space heaters that are inadequate and can only be used in specific electrical sockets, which in my case, are both in the kitchen, so it does nothing to heat the room I actually live in. The radiated heat did come on around 2 p.m., but turned off around 9 p.m. la",2020-01-14,POINT (-122.32851868 47.59982559),Completed,Completed,308 4th AVE S,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000416-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000434-20CP,Complaint,Request,Noise,"Noise Ordinance/ The Housing and Building Maintenance Code. My rental unit was entered without my permission and  an industrial dehumidifier with two industrial floor fans were installed in my unit. Immediately outside of the unit  2 industrial dehumidifiers, and 6 industrial floor fans have been installed in the narrow hallway. At the time I arrived home there was no notice posted from the property management. When I spoke with property management they said the units would be",2020-01-14,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000434-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000453-20CP,Complaint,Request,,"It is the obligation of the landlord to keep ""the premises fit for human habitation,""  to maintain ""roof, walls and foundation"" and to keep ""unit weather tight,"" to provide ""adequate containers for garbage,"" according to the city's Landlord-Tenant Laws. It is also the landlord's responsibilities to ""maintain the dwelling so it does not violate state and local codes in ways which endanger tenants' health and safety,"" to ""maintain structural components,"" to ""maintain the dwellin",2020-01-15,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000453-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000620-20CP,Complaint,Request,LandLord/Tenant,Tenant rights inquiry,2020-01-21,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000620-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000690-20CP,Complaint,Request,LandLord/Tenant,Management harassment,2020-01-20,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000690-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000705-20CP,Complaint,Request,,Lock problems on main door. Side door now an alternate and not reliable. Safety concerns.,2020-01-24,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000705-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001579-20CP,Complaint,Request,,Pipe on radiator is hot and needs tenant rights info,2020-02-20,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001579-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002103-20CP,Complaint,Request,LandLord/Tenant,"POTA, PAOTHR asserts unlawful entries, harassment by management",2020-03-10,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002103-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002823-20CP,Complaint,Request,LandLord/Tenant,"Tenant rights, needs inspection for radiator and other items.",2020-04-06,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002823-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
003147-20CP,Complaint,Request,LandLord/Tenant,"Both lobby elevators were inoperable for several hours today due to breaking down. This left mobility limited residents on upper floors stranded, unable to get out of the building. Multiple residents resorted to calling 911 and one chose to pull the fire alarm in an attempt to get assistance. The tenant in unit 621 continued to pull the fire alarm, even while we attempted to restore it. Ultimately, we had to call the police (SPD incident #20-129988) to get him to stop. In the",2020-04-18,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003147-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
1050226-VI,Notice of Violation,Case,,"Both lobby elevators were inoperable for several hours today due to breaking down. This left mobility limited residents on upper floors stranded, unable to get out of the building. Multiple residents resorted to calling 911 and one chose to pull the fire alarm in an attempt to get assistance. The tenant in unit 621 continued to pull the fire alarm, even while we attempted to restore it. Ultimately, we had to call the police (SPD incident #20-129988) to get him to stop. In the",2020-04-20,POINT (-122.32851868 47.59982559),Compliance Achieved,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050226-VI,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004090-20CP,Complaint,Request,,There has been a fire/carbon monoxide alarm activated and beeping every few seconds since Friday 5-15-2020 on the fourth floor of the Addison on Fourth resident apartment building. This is the 5th day occurring and management emailed me stating they will not check the activated emergency alarm in the unit they have identified the alarm coming from because the resident does not answr the door when they knock and they need to know if the unit is sanitized for them to enter to ch,2020-05-20,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004090-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004439-20CP,Complaint,Request,,"problem with smoke detectors in unit & hallways, problem with radiator heating at temp too hot (safety issue)",2020-05-29,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004439-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
1050396-VI,Notice of Violation,Case,,"problem with smoke detectors in unit & hallways, problem with radiator heating at temp too hot (safety issue)",2020-06-09,POINT (-122.32851868 47.59982559),Compliance Achieved,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050396-VI,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
005018-20CP,Complaint,Request,,"Our landlord at Addison on Fourth has locked the stairwells, which are the fire exits.",2020-06-17,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005018-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
005486-20CP,Complaint,Request,Noise,"There has been a fire/ carbon monoxide alarm activated for over a month on the fourth floor of Addison on 4th apartment building. It beeps every few seconds 24 hours a day. The leasing office staff is aware and maintenance staff is on each floor every day to pick up trash left on the floor by residents. The beep is loud and audible throughout the hallway.It is greatly concerning not only because of the constant noise, but becsuse there was a fire inside a unit on the fourth fl",2020-07-01,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005486-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
005984-20CP,Complaint,Request,Noise,The construction site on 5th & Main is starting work at 6am. They also have their construction debris pick up in the middle of the night. Sometimes this takes an hour to complete.,2020-07-16,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005984-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
006757-20CP,Complaint,Request,,"The convection oven in my apartment hasn't worked since July 31, 2020. I submitted a work request on that day and they came and looked at the oven on August 6, 2020. They do not have the part to fix it and do not know when or if they can get it. The maintenance guy said that there are over 25 other apartments with oven issues and that they are having problems getting replacement parts on the obsolete convection ovens that they use in this building.",2020-08-06,POINT (-122.32851868 47.59982559),,Closed,308 4th AVE S,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006757-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
007339-20CP,Complaint,Request,LandLord/Tenant,Harassment by landlord,2020-08-20,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007339-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
007624-20CP,Complaint,Request,Land Use,"The Addison on 4th is a trouble building.  2 weeks ago - we had shootings on a monday & wednesday night, last night a man was knocked out of his wheelchair by another Addison resident. spd did not arrive before they left the scene.  Every night - there are issues at the addison, every night. whether it is protestors, shootings, loud music, fights, every single night there is drama there.  My bldg is right across the street.  The bad activity at the Addison affects my people &",2020-08-29,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007624-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
007854-20CP,Complaint,Request,,Neglect to fix broken windows in multiple units from break-ins. Making the apartment complex unsafe and unhabitable.,2020-09-04,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007854-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
008119-20CP,Complaint,Request,,Fire hazard. Regularly leaving trash chute walled off with garbage. Has become a weekly occurence.,2020-09-14,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008119-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
008185-20CP,Complaint,Request,,"problem with heat - comes off/on at will unable to regulate has been ongoing, landlord aware of problem not addressing issue",2020-09-16,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008185-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
008600-20CP,Complaint,Request,,Appliances not functioning,2020-09-25,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008600-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
008859-20CP,Complaint,Request,,"Stairs inaccessible and blocked by management, one of the two elevators is broken in a building with nine floors.  We have to use the fire escape. The disabled and seniors are stuck in their units.",2020-10-08,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008859-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
1051243-VI,Notice of Violation,Case,,"problem with smoke detectors in unit & hallways, problem with radiator heating at temp too hot (safety issue)",2020-10-30,POINT (-122.32851868 47.59982559),Compliance Achieved,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051243-VI,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
1051245-VI,Notice of Violation,Case,,Neglect to fix broken windows in multiple units from break-ins. Making the apartment complex unsafe and unhabitable.,2020-10-30,POINT (-122.32851868 47.59982559),Compliance Achieved,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051245-VI,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
1051247-VI,Notice of Violation,Case,,Appliances not functioning,2020-10-30,POINT (-122.32851868 47.59982559),Compliance Achieved,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051247-VI,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009522-20CP,Complaint,Request,,Dog waste in hallways,2020-10-30,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009522-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
1051292-VI,Notice of Violation,Case,,"problem with smoke detectors in unit & hallways, problem with radiator heating at temp too hot (safety issue)",2020-11-06,POINT (-122.32851868 47.59982559),Compliance Achieved,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051292-VI,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
010332-20CP,Complaint,Request,,"Bedbug problem. Treatingonly hallways, not units.",2020-12-10,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010332-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
010515-20CP,Complaint,Request,,"stove does not work, no overhead lighting works can only use extension cord in electric outlet to have lighting in bathroom, living room & bedroom landlord is aware of problem is not fixing the issue this is a fire hazard for sure need inspection (see complaint #010332-20CP)",2020-12-21,POINT (-122.32851868 47.59982559),Completed,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010515-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000419-21CP,Complaint,Request,LandLord/Tenant,questions re: lease/tenant rights,2021-01-14,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000419-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000588-21CP,Complaint,Request,LandLord/Tenant,"landlord harassment, changed locks w/o notice, will not communicate",2021-01-21,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000588-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001846-21CP,Complaint,Request,,"No working microwave for 3 months, deadbolt is not working, some of the lights out,  and release valve for radiatordoesn't work properly",2021-03-09,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001846-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002363-21CP,Complaint,Request,LandLord/Tenant,Rights guidance,2021-03-26,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002363-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002660-21CP,Complaint,Request,LandLord/Tenant,Tenants being locked out of bathroom in living/work space after 5 pm.  They are imposing restrictions due tonot properly securing thebuilding.,2021-04-12,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002660-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004147-21CP,Complaint,Request,LandLord/Tenant,I received a 10-daynotice to vacate onMay 28th.  They taken my key fob to enter the building.,2021-06-03,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004147-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
005454-21CP,Complaint,Request,LandLord/Tenant,POTA see attached document,2021-07-08,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005454-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
006491-21CP,Complaint,Request,LandLord/Tenant,Darin Lamb has received a 3-day eviction notice on 8/9/2021. The city of Seattle still has a moratorium in place until September 30th 2021.,2021-08-10,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006491-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
007259-21CP,Complaint,Request,LandLord/Tenant,I received a 3-dayeviction notice,2021-09-01,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007259-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
007327-21CP,Complaint,Request,LandLord/Tenant,BEING CHARGED TOUSE ELEVATOR AND CAN'T GET KEY FORMAIL,2021-08-27,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007327-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
008537-21CP,Complaint,Request,,radiator leaking water makes high pitch noise there is an issue with the value - the landlord is aware of the issue this needs to be fixed and inspected it is a hazard,2021-10-12,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008537-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009634-21CP,Complaint,Request,,I live in the unit next to #704 there is a major issue with mold the door was left open I had to close it - this problem is effecting my health the landlord/mgmt is not doing anything to fix the problem because the unit is currently vacant.12/20/2021-Complainant alsoreported bedbugs,2021-11-17,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009634-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
010343-21CP,Complaint,Request,LandLord/Tenant,"tenant rights, harassment",2021-12-14,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010343-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000232-22CP,Complaint,Request,LandLord/Tenant,RIGHTS GUIDANCE,2022-01-03,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000232-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001292-22CP,Complaint,Request,LandLord/Tenant,RIGHTS GUIDANCE ANDINSPECTION REQUEST.RADIATOR BROKEN PER LEAKS.TENANT LEAVES ITTURNED OFF. HAS BEEN APROBLEM FOR 5 YEARS.,2022-02-07,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001292-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001422-22CP,Complaint,Request,,DOOR KICKED IN ANDNO REPAIR. ALSO WORK OVERDUE FORDISHWASHER REPAIRREQUEST.,2022-02-14,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001422-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
003068-22CP,Complaint,Request,LandLord/Tenant,"Neighbor is a hoarder, no refrigerator and mold.  I live acrossthe hall and can smell the toxic odorsevery time I openmy door.  Whyhasn't managementevicted him?  Nopolicy enforcement.",2022-04-08,POINT (-122.32851868 47.59982559),,Under Investigation,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003068-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
003261-22CP,Complaint,Request,,"radiator leaking water overheating there is erosion, landlord aware not fixing problem",2022-04-15,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003261-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
003958-22CP,Complaint,Request,LandLord/Tenant,"HOUSING - leak in ceiling, kitchen sink plumping is disconnect, drawer handles/cabinets are missing POTA - tenant rights, mgmt stole $250 from me (advised to file police report also)",2022-05-06,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003958-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004181-22CP,Complaint,Request,LandLord/Tenant,RENT INCREASE ANDRENEWAL OPTIONS,2022-05-11,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004181-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004675-22CP,Complaint,Request,,"radiator leaking water overheating there is erosion, landlord aware not fixing problem. Please email if not able to reach by phone.",2022-05-26,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004675-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
006070-22CP,Complaint,Request,LandLord/Tenant,"HOUSING - bug infestation the entire bldg POTA - tenant rights, some residence have opt to not pay rent until mgmt fixes the problem",2022-06-27,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006070-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
006834-22CP,Complaint,Request,LandLord/Tenant,RENT INCREASEEDRA,2022-07-12,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006834-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
010666-22CP,Complaint,Request,,"radiator valve is leaking, knob has deteriorate needs to be replaced (making hissing sound is hot to touch serious hazard)  there are several empty units that have the smoke alarms continues to chirp all day this is dangerous if there is a real fire** PER 10/27/22 PHONE CALL: LOOKING FOR ASSIGNED INSPECTOR CONTACT AND REPORTING BEDBUG/COCKROACH INFESTATION - JH **",2022-09-27,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010666-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
011581-22CP,Complaint,Request,LandLord/Tenant,I've been in my unitfor 1 month and havebeen dealing withconstant leakingfrom the toilet andthe tub won't drain.I've reported tomanagement and have gotten noresponse. What aremy rights?,2022-10-21,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011581-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
013182-22CP,Complaint,Request,LandLord/Tenant,30 DAY EVICTION NOTICE,2022-12-13,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,,WA,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013182-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
013700-22CP,Complaint,Request,LandLord/Tenant,I never received mysecurity deposit.,2022-12-23,POINT (-122.32851868 47.59982559),,Under Investigation,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013700-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
013815-22CP,Complaint,Request,,Since December 24th my toilet broke completely off the wall from being so old and rotted. I was finally able to get ahold of the onsite maintenance man December 26th he came seen the problem said there no toilet or bolts on property to fix it. He gave me key for toilet in basement i live on the 9th floor  on  December 27th i gave management both verbal and written notice about the problem. I keep getting told be patient we are working on it. I had to complain to management about basement toilet,2022-12-29,POINT (-122.32851868 47.59982559),,Closed,308 4th AVE S,,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013815-22CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000355-23CP,Complaint,Request,,ceiling leaking drwayll crumbling leaking,2023-01-10,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000355-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000991-23CP,Complaint,Request,,"010666-22CP ISSUES STILL A PROBLEM:radiator valve is leaking, knob has deteriorate needs to be replaced (making hissing sound is hot to touch serious hazard)  there are several empty units that have the smoke alarms continues to chirp all day this is dangerous if there is a real fire** PER 10/27/22 PHONE CALL: LOOKING FOR ASSIGNED INSPECTOR CONTACT AND REPORTING BEDBUG/COCKROACH INFESTATION - JH **",2023-01-24,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000991-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001067-23CP,Complaint,Request,LandLord/Tenant,NO LEASE,2023-01-30,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001067-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001786-23CP,Complaint,Request,,MOLD FROM IMPROPERTOILET REPAIR/SEALAT WALL BEHIND.,2023-02-13,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001786-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002857-23CP,Complaint,Request,LandLord/Tenant,Accused of being delinquent in rent although proof is available.  Received 30-day pay or vacate.,2023-03-17,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002857-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002900-23CP,Complaint,Request,LandLord/Tenant,30 day eviction,2023-03-21,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002900-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004512-23CP,Complaint,Request,LandLord/Tenant,Constant chirping from unit 628 or 629.  One of the detectors needsa new battery andmanagement continues to ignore. The noise has caused sleep deprivation.,2023-04-27,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004512-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004558-23CP,Complaint,Request,,"010666-22CP ISSUES STILL A PROBLEM:radiator valve is leaking, knob has deteriorate needs to be replaced (making hissing sound is hot to touch serious hazard)  there are several empty units that have the smoke alarms continues to chirp all day this is dangerous if there is a real fire",2023-05-02,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004558-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004733-23CP,Complaint,Request,,CEILING LEAKING,2023-05-08,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004733-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
