RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,_complaint_datetime,address_norm,elevator_complaint_flag,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,example_raw_address,conveyance_active_record_count,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_descriptions,conveyance_active_flag,conveyance_no_cert_record_count,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_descriptions,conveyance_no_cert_flag,sfd_rescue_at_address_flag
012301-23CP,Complaint,Request,,Elevator has been broke since 26/08/2023 and it hasn't been repaired yet. There is still no ETA on the repair and it's really inconvenient.,2023 Oct 15 12:00:00 AM,,,Closed,1406 WESTERN AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012301-23CP,47.60780609,-122.34014966,"(47.60780609, -122.34014966)",10,2023,4,,,,True,True,,7.0,True,False,False,True,2023-10-15,1406 WESTERN AVE,True,2,2021-06-24,2023-05-17,1406 Western Ave,0,,,,,,,,False,0,,,,,,,,False,True
012462-23CP,Complaint,Request,,Elevator has no certificate of inspection and routinely makes loud noises and shakes. The building management is not responsive and will not schedule maintenance to fix and get certification.,2023 Oct 18 12:00:00 AM,,,Closed,317 NW 41ST ST,98107.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012462-23CP,47.65671463,-122.36175952,"(47.65671463, -122.36175952)",10,2023,4,,,,True,True,,6.0,True,False,False,True,2023-10-18,317 NW 41ST ST,True,1,2026-01-10,2026-01-10,317 Nw 41st St,0,,,,,,,,False,1,2013-05-17,2013-05-17,EQP-CY-07762,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 10405",Operating Without Certificate,,True,True
1057035-VI,Notice of Violation,Case,,Elevator has been out for over a month with no resolution. Elderly people line in this bldg.,2023 Oct 23 12:00:00 AM,2023 Dec 21 12:00:00 AM,Compliance Achieved,Completed,2901 NE BLAKELEY ST,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1057035-VI,47.66582251,-122.2970461,"(47.66582251, -122.2970461)",10,2023,4,12.0,2023.0,4.0,False,False,59.0,4.0,False,True,False,True,2023-10-23,2901 NE BLAKELEY ST,True,0,,,,1,2005-03-21,2005-03-21,EQP-CY-06362,Conveyance Equipment Certification,"Accessibility Lift (vertical included), City # 8557",Active,,True,4,2002-10-25,2005-06-21,EQP-CY-06391 | EQP-CY-06264 | EQP-CY-06263 | EQP-CY-00159,Conveyance Equipment Certification,"#1-AL - Accessibility Lift (vertical included), City # 8588 | #1-P West - Hydraulic Elevator, City # 7979 | #2-P - Hydraulic Elevator, City # 7980 | #3-P East - Hydraulic Elevator, City # 7979",Operating Without Certificate,Blakeley Commons West Bldg - conv | Blakeley Commons West Bldg -Conv | Blakeley Commons East Bldg - Conv,True,False
012725-23CP,Complaint,Request,,"There is no information posted about the last time the elevator was serviced, it's my understanding that needs to be posted.",2023 Oct 25 12:00:00 AM,,,Closed,2500 SW TRENTON ST,98106.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012725-23CP,47.52517771,-122.3648949,"(47.52517771, -122.3648949)",10,2023,4,,,,True,True,,1.0,True,False,False,True,2023-10-25,2500 SW TRENTON ST,True,2,2021-08-08,2023-05-07,2500 Sw Trenton St,1,1989-06-09,1989-06-09,EQP-CY-00809,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5280",Active,,True,0,,,,,,,,False,True
012739-23CP,Complaint,Request,,"ELEVATOR ISSUES, CONTINOUS SHUT DOWN",2023 Oct 16 12:00:00 AM,2023 Nov 01 12:00:00 AM,Completed,Completed,13000 LINDEN AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012739-23CP,47.72357266,-122.34767003,"(47.72357266, -122.34767003)",10,2023,4,11.0,2023.0,4.0,False,False,16.0,5.0,True,False,False,True,2023-10-16,13000 LINDEN AVE N,True,5,2023-10-07,2026-01-16,13000 Linden Ave N,3,2007-04-02,2007-04-02,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,NEW HAVEN SENIOR APARTMENTS - CONV,True,0,,,,,,,,False,True
012751-23CP,Complaint,Request,,I am a resident at Fontanelle Apartments and the elevator has not worked for a number of years.  My apartment is on the upper floors and it is very difficult for me to get around.I did some research into the code and I think the building owner is required to have an operational elevator in order to rent out units. Please help. It is very difficult to get around.,2023 Oct 25 12:00:00 AM,,,Closed,7325 RAINIER AVE S,98118.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012751-23CP,47.5362819,-122.27075689,"(47.5362819, -122.27075689)",10,2023,4,,,,True,True,,2.0,True,False,False,True,2023-10-25,7325 RAINIER AVE S,True,0,,,,0,,,,,,,,False,1,1989-03-02,1989-03-02,EQP-CY-00390,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2642",Operating Without Certificate,,True,False
012859-23CP,Complaint,Request,,The elevator has been out for three months and there is no known schedule for it's repair.,2023 Oct 27 12:00:00 AM,,,Completed,1400 BOREN AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012859-23CP,47.61266541,-122.32801268,"(47.61266541, -122.32801268)",10,2023,4,,,,True,True,,3.0,True,False,False,True,2023-10-27,1400 BOREN AVE,True,0,,,,0,,,,,,,,False,1,1990-07-18,1990-07-18,EQP-CY-03831,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 1643",Operating Without Certificate,OXFORD CREST APARTMENTS - # 1-P,True,False
012947-23CP,Complaint,Request,,"Mercy Housing changed the locking mechanism to the main entrance on the South side of Mercy Magnuson Place and it is now broken into daily. It was originally a strong magnet and is now a half-inch latch in the upper corner. SMC 22.206.140 requires ""a deadlatch with at least a 1-inch throw which penetrates the striker at least 1/2 inch"". There are multiple doors with these undersized latches but this is the entrance that provides access to the entire building because the elevator isn't secured.",2023 Oct 31 12:00:00 AM,,,Completed,7101 62ND AVE NE,98115.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012947-23CP,47.68057955,-122.26286946,"(47.68057955, -122.26286946)",10,2023,4,,,,True,True,,4.0,True,False,False,True,2023-10-31,7101 62ND AVE NE,True,1,2021-11-05,2021-11-05,7101 62nd Ave Ne,0,,,,,,,,False,3,2019-05-21,2019-07-31,EQP-CY-09863 | EQP-CY-09862 | EQP-CY-09802,Conveyance Equipment Certification,"P3 - Hydraulic Elevator, City # 12765 | P2 - Hydraulic Elevator, City # 12764 | P-1 - Hydraulic Elevator, City # 12763",Operating Without Certificate,conveyance: SANDPOINT BLDG.9 | CONVEYANCE: SAND POINT BLDG 9,True,True
012981-23CP,Complaint,Request,,"Per Online;The elevator in our building is operating without a permit and has experienced a few failures in the past year.The most current (today, 11/01) may have resulted in a small fire as the third floor had visible smoke hours after the incident. The smell was strong enough to permeate multiple floors and down the shaft into the garage entryway. Of further concern is the lack of response from the building smoke detectors.",2023 Nov 01 12:00:00 AM,2023 Nov 27 12:00:00 AM,Withdrawn,Closed,41 dravus ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012981-23CP,47.64848309,-122.35590666,"(47.64848309, -122.35590666)",11,2023,4,11.0,2023.0,4.0,False,False,26.0,7.0,True,False,False,True,2023-11-01,41 DRAVUS ST,True,0,,,,1,1991-09-30,1991-09-30,EQP-CY-04326,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5868",Active,,True,0,,,,,,,,False,False
012986-23CP,Complaint,Request,,"The stairwell doors are locked and do not unlock during fire alarms. Each floor needs to be unlocked to let fire crew up, and tenants back up to their homes when the alarm has been turned off. Our elevators have been consistently broken, forcing all tenants to use the one working elevator (which could also break again at any time) and the stairs are not allowed as an option to get upstairs.",2023 Nov 01 12:00:00 AM,,,Completed,1820 MINOR AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012986-23CP,47.6176075,-122.33122056,"(47.6176075, -122.33122056)",11,2023,4,,,,True,True,,7.0,True,False,False,True,2023-11-01,1820 MINOR AVE,True,1,2022-04-13,2022-04-13,1820 Minor Ave,3,1993-11-22,1993-11-22,EQP-CY-04586 | EQP-CY-04585 | EQP-CY-04584,Conveyance Equipment Certification,"3-P - Hydraulic Elevator, City # 6366 | 2-P - Hydraulic Elevator, City # 6365 | 1-P - Hydraulic Elevator, City # 6364",Active,#3-P ; #6366 | #2-P ; #6365 | #1-P ; #6364,True,0,,,,,,,,False,True
013007-23CP,Complaint,Request,,Both elevators are broken for 10+ days. This is a 26 floor building with 8 floors of underground parking and there is no end date in sight.,2023 Nov 02 12:00:00 AM,,,Completed,1420 TERRY AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013007-23CP,47.61263209,-122.32925834,"(47.61263209, -122.32925834)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-02,1420 TERRY AVE,True,10,2022-10-20,2025-07-05,1420 Terry Ave,2,2002-12-17,2002-12-17,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,,True,0,,,,,,,,False,True
013102-23CP,Complaint,Request,,"Per Online;Building will not fix key card scanners in spite of multiple complaints. I was told they were fixing it while I was moving in. Apparently it has been going on for years without them fixing it.  In particular, the elevator scanner only works about half the time and the lock from the second garage to the building does not lock.",2023 Nov 05 12:00:00 AM,,,Completed,828 NE 66TH ST,98115.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013102-23CP,47.6767635,-122.31881823,"(47.6767635, -122.31881823)",11,2023,4,,,,True,True,,4.0,True,False,False,True,2023-11-05,828 NE 66TH ST,True,1,2024-01-15,2024-01-15,828 Ne 66th St,0,,,,,,,,False,0,,,,,,,,False,True
013103-23CP,Complaint,Request,,Per Online;Windows recently replaced only open 2 inches. Camera in the elevator.Intercom system allows staff to listen in to residents homes. Lighting is too bright in residents homes.,2023 Nov 05 12:00:00 AM,,,Completed,512 MINOR AVE N,98109.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013103-23CP,47.62353756,-122.33265519,"(47.62353756, -122.33265519)",11,2023,4,,,,True,True,,7.0,True,False,False,True,2023-11-05,512 MINOR AVE N,True,0,,,,0,,,,,,,,False,0,,,,,,,,False,False
013190-23CP,Complaint,Request,,"This evening I was in elevator 2 with 12 other residents when It abruptly stopped. We were trapped and repeatedly tried to push the alarm button and the emergency call button - it did not work. It was only due to a cell phone call from someone in the elevator that we were able to contact emergency services and become freed, after about an hour. I believe this is a serious safety issue and the elevators must be maintained and inspected.",2023 Nov 07 12:00:00 AM,,,Closed,4515 BROOKLYN AVE NE,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013190-23CP,47.66205395,-122.31454959,"(47.66205395, -122.31454959)",11,2023,4,,,,True,True,,4.0,True,False,False,True,2023-11-07,4515 BROOKLYN AVE NE,True,23,2023-06-01,2025-11-25,4515 Brooklyn Ave Ne,0,,,,,,,,False,3,2023-01-31,2023-01-31,EQP-CY-10641 | EQP-CY-10640 | EQP-CY-10639,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 14058 | 2-P - Cabled Elevator, City # 14057 | 1-P - Cabled Elevator, City # 14056",Operating Without Certificate,CONV,True,True
013278-23CP,Complaint,Request,,"Both elevators have been offline since Oct 20, 2023. One elevator has been down for months beforehand.",2023 Nov 09 12:00:00 AM,,,Closed,1420 TERRY AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013278-23CP,47.61263209,-122.32925834,"(47.61263209, -122.32925834)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-09,1420 TERRY AVE,True,10,2022-10-20,2025-07-05,1420 Terry Ave,2,2002-12-17,2002-12-17,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,,True,0,,,,,,,,False,True
013317-23CP,Complaint,Request,,"Both elevators have been down since October 20, 2023.",2023 Nov 10 12:00:00 AM,,,Closed,1420 TERRY AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013317-23CP,47.61263209,-122.32925834,"(47.61263209, -122.32925834)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-10,1420 TERRY AVE,True,10,2022-10-20,2025-07-05,1420 Terry Ave,2,2002-12-17,2002-12-17,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,,True,0,,,,,,,,False,True
013318-23CP,Complaint,Request,,The elevator in our building has been out of service for over four months. In addition to the hardship to differently abled and older tenants there has been extremely limited ability to have substantive repairs made or deliveries of appliances which effect quality of life.  It would seem to be out of compliance with ADA rules. As an owner in the building I'm hesitant to report this but I have exhausted every effort with the the non responsive board and the property managers.,2023 Nov 10 12:00:00 AM,,,Completed,2901 NE BLAKELEY ST,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013318-23CP,47.66582251,-122.2970461,"(47.66582251, -122.2970461)",11,2023,4,,,,True,True,,4.0,True,False,False,True,2023-11-10,2901 NE BLAKELEY ST,True,0,,,,1,2005-03-21,2005-03-21,EQP-CY-06362,Conveyance Equipment Certification,"Accessibility Lift (vertical included), City # 8557",Active,,True,4,2002-10-25,2005-06-21,EQP-CY-06391 | EQP-CY-06264 | EQP-CY-06263 | EQP-CY-00159,Conveyance Equipment Certification,"#1-AL - Accessibility Lift (vertical included), City # 8588 | #1-P West - Hydraulic Elevator, City # 7979 | #2-P - Hydraulic Elevator, City # 7980 | #3-P East - Hydraulic Elevator, City # 7979",Operating Without Certificate,Blakeley Commons West Bldg - conv | Blakeley Commons West Bldg -Conv | Blakeley Commons East Bldg - Conv,True,False
013343-23CP,Complaint,Request,,Per Online;The elevator in the building is not working and there is no way to contact the apartment management service after hours or on non-business days.  The emergency maintenance line was called and it was routed to an automated system.  Left a message and no return call.  Two other numbers for the property manager were called and they routed to a phone that was off and could not accept messages.  The elevator in this building was out of service on 10/18 and was,2023 Nov 12 12:00:00 AM,,,Completed,1529 Queen Anne AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013343-23CP,47.63338136,-122.35739137,"(47.63338136, -122.35739137)",11,2023,4,,,,True,True,,7.0,True,False,False,True,2023-11-12,1529 QUEEN ANNE AVE N,True,1,2021-03-30,2021-03-30,1529 Queen Anne Ave N,1,2006-02-14,2006-02-14,EQP-CY-06453,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8662",Active,,True,0,,,,,,,,False,True
013398-23CP,Complaint,Request,,the elevator has been out for 3 weeks landlord is saying it might be out for next 6 months I am in a wheelchair,2023 Nov 01 12:00:00 AM,,,Completed,914 E HARRISON ST,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013398-23CP,47.62215214,-122.32024688,"(47.62215214, -122.32024688)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-01,914 E HARRISON ST,True,3,2021-08-17,2025-05-12,914 E Harrison St,1,1989-01-11,1989-01-11,EQP-CY-00116,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4682",Active,,True,0,,,,,,,,False,True
013469-23CP,Complaint,Request,,Elevator safety feature has been dismantled. Elevator is missing required safety features. Property Manager is Kyle Sobata (11 Residential).,2023 Nov 15 12:00:00 AM,,,Closed,526 19TH AVE E,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013469-23CP,47.62422846,-122.30692137,"(47.62422846, -122.30692137)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-15,526 19TH AVE E,True,0,,,,1,2013-11-27,2013-11-27,EQP-CY-07857,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 11190",Active,,True,0,,,,,,,,False,False
013527-23CP,Complaint,Request,,Elevator not working has been out for a month. Mgmt says it'll be 2months before it's fixed. Tenant is disabled needs to make it to appointments can't walk stairs.,2023 Nov 07 12:00:00 AM,,,Completed,600 E HOWELL ST,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013527-23CP,47.61795827,-122.32436866,"(47.61795827, -122.32436866)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-07,600 E HOWELL ST,True,11,2021-06-20,2025-01-21,600 E Howell St,0,,,,,,,,False,0,,,,,,,,False,True
013582-23CP,Complaint,Request,,"Only one elevator is working in both buildings.  The apartment complex has two buildings, an East building and a West building.  Each building has two elevators.  Since August 2023, the apartment complex has shut down one of the two elevators in each building.  I complained previously to the SCDI.  In the East building, when facing the elevators, the left elevator was not working.  After I complained to SCDI, the left elevator became operational, but the right elevator, which was previously wor",2023 Nov 17 12:00:00 AM,2023 Nov 28 12:00:00 AM,Completed,Completed,1414 10th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013582-23CP,47.61328798,-122.31879986,"(47.61328798, -122.31879986)",11,2023,4,11.0,2023.0,4.0,False,False,11.0,3.0,True,False,False,True,2023-11-17,1414 10TH AVE,True,6,2021-08-08,2025-10-26,1414 10th Ave,4,2015-07-17,2015-07-17,EQP-CY-08235 | EQP-CY-08234 | EQP-CY-08233 | EQP-CY-08232,Conveyance Equipment Certification,"4P - Cabled Elevator, City # 11394 | 3P - Cabled Elevator, City # 11393 | 2P - Cabled Elevator, City # 11392 | 1P - Cabled Elevator, City # 11391",Active,,True,0,,,,,,,,False,True
013587-23CP,Complaint,Request,,"Both elevators have been down since October 20, 2023. This is unacceptable and we need recourse.",2023 Nov 18 12:00:00 AM,,,Closed,1420 TERRY AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013587-23CP,47.61263209,-122.32925834,"(47.61263209, -122.32925834)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-18,1420 TERRY AVE,True,10,2022-10-20,2025-07-05,1420 Terry Ave,2,2002-12-17,2002-12-17,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,,True,0,,,,,,,,False,True
013797-23CP,Complaint,Request,,There is only 1 elevator in the building and it is out of service. This is a frequent recurring problem.,2023 Nov 27 12:00:00 AM,,,Closed,1504 Aurora AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013797-23CP,47.63282567,-122.34306796,"(47.63282567, -122.34306796)",11,2023,4,,,,True,True,,7.0,True,False,False,True,2023-11-27,1504 AURORA AVE N,True,3,2021-07-04,2023-11-23,1504 Aurora Ave N,1,1990-10-25,1990-10-25,EQP-CY-04093,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5673",Active,,True,0,,,,,,,,False,True
014003-23CP,Complaint,Request,,elevator has been out landlord aware,2023 Dec 01 12:00:00 AM,,,Completed,600 E HOWELL ST,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014003-23CP,47.61795827,-122.32436866,"(47.61795827, -122.32436866)",12,2023,4,,,,True,True,,3.0,True,False,False,True,2023-12-01,600 E HOWELL ST,True,11,2021-06-20,2025-01-21,600 E Howell St,0,,,,,,,,False,0,,,,,,,,False,True
014040-23CP,Complaint,Request,,We have had no elevators for over 6 weeks.  This is a 27 story building.  This issue is a very serious safety hazard for the residents.  Especially those with physical challenges which prevent them from being able to climb many many floors.  Not to mention if we should have a medical emergency where a tenant would need to be removed.,2023 Dec 04 12:00:00 AM,,,Closed,1420 TERRY AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014040-23CP,47.61263209,-122.32925834,"(47.61263209, -122.32925834)",12,2023,4,,,,True,True,,3.0,True,False,False,True,2023-12-04,1420 TERRY AVE,True,10,2022-10-20,2025-07-05,1420 Terry Ave,2,2002-12-17,2002-12-17,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,,True,0,,,,,,,,False,True
014042-23CP,Complaint,Request,,Both elevators of the building have been broken for 7 weeks now with maybe 36 hours of operation during that period. The building has 34 floors including garage and this makes much of it unlivable for its residents.,2023 Dec 04 12:00:00 AM,,,Closed,1420 TERRY AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014042-23CP,47.61263209,-122.32925834,"(47.61263209, -122.32925834)",12,2023,4,,,,True,True,,3.0,True,False,False,True,2023-12-04,1420 TERRY AVE,True,10,2022-10-20,2025-07-05,1420 Terry Ave,2,2002-12-17,2002-12-17,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,,True,0,,,,,,,,False,True
014130-23CP,Complaint,Request,,"The elevator isn't working , going on month 3 now.",2023 Dec 06 12:00:00 AM,,,Completed,1406 WESTERN AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014130-23CP,47.60780609,-122.34014966,"(47.60780609, -122.34014966)",12,2023,4,,,,True,True,,7.0,True,False,False,True,2023-12-06,1406 WESTERN AVE,True,2,2021-06-24,2023-05-17,1406 Western Ave,0,,,,,,,,False,0,,,,,,,,False,True
014207-23CP,Complaint,Request,,Record #6838706-CN for the Good Shepherd Center is a falsified record reporting that no residences are housed on the property.  Record #6943325-EL was filed regarding the elevator and indicates it is not used by any residents.  The record also specifically reports one who was making a residence on site with minimal electrical service.,2023 Dec 07 12:00:00 AM,,,Closed,4649 SUNNYSIDE AVE N,98103.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014207-23CP,47.66410692,-122.3311931,"(47.66410692, -122.3311931)",12,2023,4,,,,True,True,,4.0,True,False,False,True,2023-12-07,4649 SUNNYSIDE AVE N,True,0,,,,1,1992-06-22,1992-06-22,EQP-CY-04428,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5958",Active,,True,0,,,,,,,,False,False
014656-23CP,Complaint,Request,,Elevator to second floor was dismantled and there is no access to second floor offices.,2023 Dec 20 12:00:00 AM,,,Closed,1801 FAIRVIEW AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014656-23CP,47.6353606,-122.32770045,"(47.6353606, -122.32770045)",12,2023,4,,,,True,True,,3.0,True,False,False,True,2023-12-20,1801 FAIRVIEW AVE E,True,0,,,,0,,,,,,,,False,1,1990-06-12,1990-06-12,EQP-CY-03655,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4799",Operating Without Certificate,,True,False
000150-24CP,Complaint,Request,,"Residential building with 17 floors, elevator not working for 3 days. Residents have to use stairs, no matter their health/ability. Property managers stalling, sending email that they are working on it but it's been 3 days and they don't provide a timeline for the fix. This has happened before and it took days. Very bad property management, violating law/tenant rights",2024 Jan 03 12:00:00 AM,,,Closed,910 8TH AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000150-24CP,47.6076685,-122.32802282,"(47.6076685, -122.32802282)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-03,910 8TH AVE,True,9,2021-05-25,2025-02-25,910 8th Ave,0,,,,,,,,False,0,,,,,,,,False,True
000162-24CP,Complaint,Request,,No elevator for days,2024 Jan 03 12:00:00 AM,,,Closed,910 8TH AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000162-24CP,47.6076685,-122.32802282,"(47.6076685, -122.32802282)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-03,910 8TH AVE,True,9,2021-05-25,2025-02-25,910 8th Ave,0,,,,,,,,False,0,,,,,,,,False,True
000183-24CP,Complaint,Request,,Elevator not working for 6months. See attached document,2023 Nov 15 12:00:00 AM,,,Completed,914 E HARRISON ST,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000183-24CP,47.62215214,-122.32024688,"(47.62215214, -122.32024688)",11,2023,4,,,,True,True,,3.0,True,False,False,True,2023-11-15,914 E HARRISON ST,True,3,2021-08-17,2025-05-12,914 E Harrison St,1,1989-01-11,1989-01-11,EQP-CY-00116,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4682",Active,,True,0,,,,,,,,False,True
000218-24CP,Complaint,Request,,Building has been non-ADA compliant. The public elevator has been out of service for nearly a month.,2024 Jan 04 12:00:00 AM,,,Closed,1415 1ST AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000218-24CP,47.60786649,-122.33955957,"(47.60786649, -122.33955957)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-04,1415 1ST AVE,True,2,2023-07-17,2025-02-06,1415 1st Ave,0,,,,,,,,False,0,,,,,,,,False,True
000240-24CP,Complaint,Request,,"Elevators not working in the17 floors building since January 1st. Property manager keeps stalling and doesn't provide a timeline for fix. Older people, people with disabilities/kids health issues or pets have to use the stairs. Asked for help and they didn't provide any, properly manager writes emails as if she's working hard but not really and it's just stalling tactic. Also contacted fire department since elevator may come under their jurisdiction and they referred me here",2024 Jan 04 12:00:00 AM,2024 Jan 24 12:00:00 AM,Completed,Completed,910 8TH AVE,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000240-24CP,47.6076685,-122.32802282,"(47.6076685, -122.32802282)",1,2024,1,1.0,2024.0,1.0,False,False,20.0,7.0,True,False,False,True,2024-01-04,910 8TH AVE,True,9,2021-05-25,2025-02-25,910 8th Ave,0,,,,,,,,False,0,,,,,,,,False,True
000249-24CP,Complaint,Request,,elevator broken,2024 Jan 04 12:00:00 AM,,,Completed,320 W REPUBLICAN ST,98119.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000249-24CP,47.62350856,-122.36171553,"(47.62350856, -122.36171553)",1,2024,1,,,,True,True,,7.0,True,False,False,True,2024-01-04,320 W REPUBLICAN ST,True,0,,,,0,,,,,,,,False,1,1990-03-05,1990-03-05,EQP-CY-03055,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 2427",Operating Without Certificate,,True,False
1057481-VI,Notice of Violation,Case,,"I'm filing this complaint as a tenant of Post Alley Court.  The elevator at my apartment has been out of service since August 26, 2023!! Having an elevator is pretty important. I live on the 8th floor. I moved here because of the location. It was convenient. I work literally 4 minutes away from my apartment. I don't have a car so, everything I do is on foot.  Getting my groceries delivered has been hard because no one wants to climb up 8 flights of stairs. This also limits visitors. Not to ment",2024 Jan 05 12:00:00 AM,2024 Jan 23 12:00:00 AM,Compliance Achieved,Completed,1406 WESTERN AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1057481-VI,47.60780609,-122.34014966,"(47.60780609, -122.34014966)",1,2024,1,1.0,2024.0,1.0,False,False,18.0,7.0,False,True,False,True,2024-01-05,1406 WESTERN AVE,True,2,2021-06-24,2023-05-17,1406 Western Ave,0,,,,,,,,False,0,,,,,,,,False,True
