RecordNum,District,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations,HealthSafetyTermsFound,HarassmentTermsFound,RightsTermsFound
005178-18CP,6,2018 Jun 04 12:00:00 AM,,,Completed,5002 20TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005178-18CP,False,True,True,,pota,rent increase
005227-18CP,6,2018 Jun 07 12:00:00 AM,,,Completed,412 N 67th ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005227-18CP,False,True,False,,pota,
005234-18CP,6,2018 Jun 04 12:00:00 AM,,,Completed,932 NW 51st ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005234-18CP,False,True,False,,locked out|pota,
005374-18CP,6,2018 Jun 12 12:00:00 AM,,,Closed,804 N Motor PL,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005374-18CP,False,True,False,,pota|trao,
005377-18CP,6,2018 Jun 12 12:00:00 AM,,,Closed,7547 24th AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005377-18CP,False,True,False,,pota,
005639-18CP,6,2018 Jun 19 12:00:00 AM,,,Completed,303 N 64th ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005639-18CP,False,True,False,,pota,
005681-18CP,6,2018 Jun 20 12:00:00 AM,2018 Jun 25 12:00:00 AM,Completed,Closed,414 NE Ravenna BLVD,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005681-18CP,False,True,False,,harass|pota,
005691-18CP,6,2018 Jun 20 12:00:00 AM,,,Completed,7752 Sunnyside AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005691-18CP,False,True,False,,pota,
005830-18CP,6,2018 Jun 22 12:00:00 AM,,,Completed,145 N 84TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005830-18CP,False,True,True,,pota,tenant rights
005832-18CP,6,2018 Jun 22 12:00:00 AM,,,Closed,812 NW 53RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005832-18CP,False,True,False,,pota|trao,
005833-18CP,6,2018 Jun 22 12:00:00 AM,,,Closed,7703 SUNNYSIDE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005833-18CP,False,True,False,,pota,
005883-18CP,6,2018 Jun 25 12:00:00 AM,,,Closed,145 N 84TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005883-18CP,False,False,True,,,tenant rights
005884-18CP,6,2018 Jun 25 12:00:00 AM,,,Completed,2415 N 75TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005884-18CP,False,True,False,,pota|trao,
005924-18CP,6,2018 Jun 25 12:00:00 AM,,,Completed,145 N 84th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005924-18CP,False,True,False,,locked out|pota,
005957-18CP,6,2018 Jun 28 12:00:00 AM,,,Completed,414 NE Ravenna BLVD,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005957-18CP,False,True,False,,pota,
005991-18CP,6,2018 Jun 29 12:00:00 AM,,,Completed,3407 NW 64TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005991-18CP,False,True,False,,trao,
006058-18CP,6,2018 Jul 02 12:00:00 AM,,,Completed,1515 NW Leary WAY,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006058-18CP,False,True,True,,pota,20 day notice
006088-18CP,6,2018 Jun 29 12:00:00 AM,,,Closed,6210 22ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006088-18CP,False,True,False,,trao,
006091-18CP,6,2018 Jun 29 12:00:00 AM,,,Closed,816 NW 53RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006091-18CP,False,True,False,,trao,
006118-18CP,6,2018 Jul 03 12:00:00 AM,,,Closed,917 NW 51st ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006118-18CP,False,True,False,,pota|trao,
006141-18CP,6,2018 Jul 03 12:00:00 AM,,,Completed,2636 NW 57th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006141-18CP,False,True,False,,pota,
006163-18CP,6,2018 Jul 05 12:00:00 AM,,,Closed,2637 NW 59th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006163-18CP,False,True,False,,pota|trao,
006322-18CP,6,2018 Jul 10 12:00:00 AM,,,Completed,1703 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006322-18CP,False,True,False,,trao,
006383-18CP,6,2018 Jul 06 12:00:00 AM,,,Completed,2049 NW 61ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006383-18CP,False,True,False,,trao,
006554-18CP,6,2018 Jul 16 12:00:00 AM,2018 Jul 19 12:00:00 AM,Completed,Closed,4468 Linden AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006554-18CP,True,True,False,no hot water,harass|threaten|pota,
006563-18CP,6,2018 Jul 16 12:00:00 AM,,,Completed,8358 14th AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006563-18CP,False,True,False,,pota|trao,
006564-18CP,6,2018 Jul 11 12:00:00 AM,,,Completed,3015 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006564-18CP,False,True,False,,pota|trao,
006641-18CP,6,2018 Jul 16 12:00:00 AM,,,Completed,215 NW 65th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006641-18CP,False,True,False,,pota|trao,
006697-18CP,6,2018 Jul 12 12:00:00 AM,,,Completed,3015 NW Market ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006697-18CP,False,True,False,,pota|trao,
006757-18CP,6,2018 Jul 17 12:00:00 AM,,,Closed,1436 NW 60TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006757-18CP,False,True,False,,pota,
1044642-VI,6,2018 Jul 23 12:00:00 AM,,,Completed,414 NE Ravenna BLVD,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044642-VI,False,True,False,,retaliat,
006816-18CP,6,2018 Jul 23 12:00:00 AM,,,Completed,5002 20th AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006816-18CP,False,True,True,,coerced|pota|trao,rent increase
006829-18CP,6,2018 Jul 23 12:00:00 AM,,,Completed,3015 NW Market ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006829-18CP,False,True,False,,pota|trao,
006883-18CP,6,2018 Jul 24 12:00:00 AM,,,Completed,7435 LATONA AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006883-18CP,False,True,False,,trao,
006918-18CP,6,2018 Jul 25 12:00:00 AM,,,Closed,706 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006918-18CP,False,True,False,,shut off utilities,
1044661-VI,6,2018 Jul 25 12:00:00 AM,,,Completed,706 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044661-VI,False,True,False,,shut off utilities,
007028-18CP,6,2018 Jul 25 12:00:00 AM,,,Completed,215 NW 65th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007028-18CP,False,True,False,,pota|trao,
007040-18CP,6,2018 Jul 26 12:00:00 AM,,,Closed,1530 NW Market ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007040-18CP,False,True,False,,pota,
1044683-VI,6,2018 Jul 27 12:00:00 AM,2018 Dec 14 12:00:00 AM,Completed,Completed,8724 19TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044683-VI,False,True,True,,retaliat,notice to vacate|just cause|just cause eviction
007180-18CP,6,2018 Jul 30 12:00:00 AM,,,Completed,2637 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007180-18CP,False,True,False,,trao,
007287-18CP,6,2018 Jul 31 12:00:00 AM,,,Completed,6215 Phinney AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007287-18CP,False,True,False,,pota|trao,
007306-18CP,6,2018 Aug 01 12:00:00 AM,,,Closed,602 N 42ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007306-18CP,False,True,False,,trao,
007373-18CP,6,2018 Aug 02 12:00:00 AM,,,Closed,4523 W SHERIDAN ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007373-18CP,True,False,False,mold,,
007438-18CP,6,2018 Aug 03 12:00:00 AM,,,Closed,6900 East Green Lake WAY N,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007438-18CP,False,True,False,,pota,
007484-18CP,6,2018 Aug 06 12:00:00 AM,,,Closed,2500 WEST VIEWMONT WAY W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007484-18CP,False,True,False,,trao,
007513-18CP,6,2018 Aug 07 12:00:00 AM,,,Completed,3052 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007513-18CP,False,True,False,,trao,
007549-18CP,6,2018 Aug 06 12:00:00 AM,,,Completed,2500 West Viewmont WAY W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007549-18CP,False,True,False,,pota|trao,
007593-18CP,6,2018 Aug 08 12:00:00 AM,,,Closed,1430 NW 77TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007593-18CP,True,False,False,flooded|mold|moisture,,
007628-18CP,6,2018 Aug 09 12:00:00 AM,,,Completed,345 N 80TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007628-18CP,False,True,False,,trao,
007760-18CP,6,2018 Aug 13 12:00:00 AM,,,Completed,7506 Sunnyside AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007760-18CP,False,True,False,,pota|trao,
007820-18CP,6,2018 Aug 14 12:00:00 AM,,,Completed,320 NE 56TH ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007820-18CP,False,True,False,,trao,
007848-18CP,6,2018 Aug 15 12:00:00 AM,,,Completed,147 NE 63rd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007848-18CP,False,True,False,,pota|trao,
007972-18CP,6,2018 Aug 20 12:00:00 AM,,,Completed,7506 Sunnyside AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007972-18CP,False,True,False,,relocation assistance,
007979-18CP,6,2018 Aug 20 12:00:00 AM,,,Closed,3015 NW Market ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007979-18CP,False,True,False,,trao,
008064-18CP,6,2018 Aug 23 12:00:00 AM,,,Completed,6719 13th AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008064-18CP,False,True,True,,pota,20 day notice
008103-18CP,6,2018 Aug 24 12:00:00 AM,,,Completed,6212 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008103-18CP,False,False,True,,,security deposit
008132-18CP,6,2018 Aug 22 12:00:00 AM,,,Completed,907 N 71st ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008132-18CP,False,True,False,,pota,
008197-18CP,6,2018 Aug 27 12:00:00 AM,,,Closed,2442 NW 61ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008197-18CP,False,True,False,,trao,
008214-18CP,6,2018 Aug 27 12:00:00 AM,,,Completed,8558 19th AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008214-18CP,False,True,False,,pota,
008246-18CP,6,2018 Aug 24 12:00:00 AM,,,Completed,414 NE Ravenna BLVD,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008246-18CP,False,True,True,,retaliat|pota,10 day notice
008279-18CP,6,2018 Aug 28 12:00:00 AM,,,Completed,215 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008279-18CP,False,True,False,,trao,
008468-18CP,6,2018 Sep 05 12:00:00 AM,,,Completed,2251 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008468-18CP,False,True,False,,trao,
008519-18CP,6,2018 Sep 06 12:00:00 AM,,,Completed,6517 16TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008519-18CP,True,False,False,sewage,,
008745-18CP,6,2018 Sep 13 12:00:00 AM,,,Completed,626 N 64th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008745-18CP,False,True,False,,pota|trao,
008812-18CP,6,2018 Sep 15 12:00:00 AM,,,Closed,1436 NW 62nd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008812-18CP,False,True,False,,pota,
008840-18CP,6,2018 Sep 17 12:00:00 AM,,,Closed,512 N 68th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008840-18CP,False,True,False,,pota,
008907-18CP,6,2018 Sep 17 12:00:00 AM,,,Completed,8724 19th AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008907-18CP,True,True,False,rats,pota,
008908-18CP,6,2018 Sep 19 12:00:00 AM,,,Completed,1502 N 57TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008908-18CP,False,False,True,,,security deposit
009121-18CP,6,2018 Sep 24 12:00:00 AM,,,Completed,6117 22ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009121-18CP,True,False,False,mold|black mold,,
009152-18CP,6,2018 Sep 26 12:00:00 AM,,,Completed,602 N 42nd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009152-18CP,False,True,False,,pota|trao,
009157-18CP,6,2018 Sep 25 12:00:00 AM,2018 Sep 28 12:00:00 AM,Completed,Completed,1103 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009157-18CP,True,False,False,no heat,,
009187-18CP,6,2018 Sep 27 12:00:00 AM,,,Completed,5216 8th AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009187-18CP,False,True,False,,pota,
1045105-VI,6,2018 Oct 01 12:00:00 AM,,,Completed,1103 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045105-VI,True,False,False,no heat,,
009435-18CP,6,2018 Oct 05 12:00:00 AM,,,Completed,4223 3rd AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009435-18CP,False,True,False,,pota,
009499-18CP,6,2018 Oct 08 12:00:00 AM,,,Closed,4406 FRANCIS AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009499-18CP,False,True,False,,trao,
009515-18CP,6,2018 Oct 08 12:00:00 AM,,,Completed,915 NW 52ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009515-18CP,False,True,False,,trao,
009516-18CP,6,2018 Oct 08 12:00:00 AM,,,Completed,1425 NW 61st ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009516-18CP,False,True,False,,pota,
009631-18CP,6,2018 Oct 12 12:00:00 AM,,,Completed,2003 NW 57th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009631-18CP,False,True,False,,pota,
009711-18CP,6,2018 Oct 16 12:00:00 AM,,,Completed,352 NW 53rd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009711-18CP,False,True,False,,pota,
009714-18CP,6,2018 Oct 16 12:00:00 AM,,,Closed,2831 NW 70th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009714-18CP,False,True,False,,pota,
009758-18CP,6,2018 Oct 16 12:00:00 AM,,,Completed,6015 24TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009758-18CP,False,False,True,,,eviction notice
009845-18CP,6,2018 Oct 19 12:00:00 AM,,,Closed,5015 Woodlawn AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009845-18CP,False,True,False,,pota,
1045294-VI,6,2018 Oct 23 12:00:00 AM,,,Completed,352 NW 53rd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045294-VI,False,True,False,,pota,
009976-18CP,6,2018 Oct 24 12:00:00 AM,,,Closed,1524 NW 52ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009976-18CP,False,False,True,,,tenant rights
010023-18CP,6,2018 Oct 26 12:00:00 AM,,,Completed,7422 EAST GREEN LAKE DR N,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010023-18CP,False,True,False,,trao,
010090-18CP,6,2018 Oct 29 12:00:00 AM,,,Completed,1703 NW 62nd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010090-18CP,False,True,False,,pota|trao,
010120-18CP,6,2018 Oct 30 12:00:00 AM,,,Completed,909 N 74th ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010120-18CP,False,True,False,,pota,
1045364-CT,6,2018 Nov 01 12:00:00 AM,,,Completed,7500 4TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045364-CT,False,True,False,,pota,
010304-18CP,6,2018 Nov 06 12:00:00 AM,,,Completed,3500 W GOVERNMENT WAY,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010304-18CP,False,True,False,,harass,
010327-18CP,6,2018 Nov 07 12:00:00 AM,,,Completed,1526 NW 62nd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010327-18CP,False,True,False,,pota|trao,
010433-18CP,6,2018 Nov 13 12:00:00 AM,,,Completed,815 NW Market ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010433-18CP,False,True,True,,pota,rent increase
010477-18CP,6,2018 Nov 14 12:00:00 AM,,,Closed,7025 ALONZO AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010477-18CP,False,True,True,,pota,security deposit
010530-18CP,6,2018 Nov 14 12:00:00 AM,,,Completed,4102 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010530-18CP,False,False,True,,,10-day notice
010563-18CP,6,2018 Nov 14 12:00:00 AM,,,Completed,1422 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010563-18CP,False,False,True,,,rent increase
010582-18CP,6,2018 Nov 19 12:00:00 AM,,,Completed,3721 27th PL W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010582-18CP,False,True,False,,pota|trao,
1045462-VI,6,2018 Nov 21 12:00:00 AM,,,Completed,4102 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045462-VI,False,False,True,,,notice to terminate|just cause|just cause eviction
010729-18CP,6,2018 Nov 27 12:00:00 AM,,,Completed,1544 NW 52ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010729-18CP,False,True,False,,trao,
010744-18CP,6,2018 Nov 28 12:00:00 AM,,,Completed,500 NE 71ST ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010744-18CP,False,True,False,,trao,
010810-18CP,6,2018 Nov 30 12:00:00 AM,,,Completed,6036 5th AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010810-18CP,False,True,True,,pota,20 day notice|security deposit
011016-18CP,6,2018 Dec 11 12:00:00 AM,,,Completed,2045 NW 63RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011016-18CP,False,True,False,,tenant relocation,
011019-18CP,6,2018 Dec 11 12:00:00 AM,,,Closed,602 N 42ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011019-18CP,False,True,False,,trao,
011023-18CP,6,2018 Dec 10 12:00:00 AM,,,Completed,3500 W Government WAY,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011023-18CP,False,True,False,,pota|trao,
011263-18CP,6,2018 Dec 20 12:00:00 AM,,,Completed,123 N 83rd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011263-18CP,False,True,False,,pota|trao,
1045646-VI,6,2018 Dec 21 12:00:00 AM,,,Completed,3918 DAYTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045646-VI,False,False,True,,,notice to terminate|just cause|just cause eviction
011356-18CP,6,2018 Dec 26 12:00:00 AM,,,Completed,3500 W GOVERNMENT WAY,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011356-18CP,False,True,False,,pota|trao,
011415-18CP,6,2018 Dec 28 12:00:00 AM,,,Completed,1537 NW 65th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011415-18CP,False,True,True,,pota,tenant rights
011420-18CP,6,2018 Dec 28 12:00:00 AM,,,Completed,1545 NW 57th ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011420-18CP,False,True,False,,pota,
001075-18CP,6,2018 Jan 04 12:00:00 AM,2018 Jan 18 12:00:00 AM,Completed,Completed,706 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001075-18CP,False,False,True,,,just cause|just cause eviction
001151-18CP,6,2018 Jan 10 12:00:00 AM,,,Completed,6715 7TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001151-18CP,False,False,True,,,just cause|just cause eviction
001196-18CP,6,2018 Jan 11 12:00:00 AM,,,Completed,2763 NW 80TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001196-18CP,False,True,False,,pota|trao|relocation assistance,
001223-18CP,6,2018 Jan 11 12:00:00 AM,,,Completed,2442 NW 61ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001223-18CP,False,True,False,,tenant relocation|relocation assistance,
001225-18CP,6,2018 Jan 12 12:00:00 AM,,,Completed,2761 NW 80TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001225-18CP,False,True,False,,tenant relocation,
001248-18CP,6,2018 Jan 12 12:00:00 AM,,,Completed,329 NE 51ST ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001248-18CP,True,False,False,no heat|mold,,
001305-18CP,6,2018 Jan 17 12:00:00 AM,,,Completed,1901 N 80TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001305-18CP,False,False,True,,,3 day notice|notice to vacate|eviction notice
001326-18CP,6,2018 Jan 18 12:00:00 AM,,,Completed,4332 3RD AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001326-18CP,False,True,True,,harass|pota,without proper notice
001330-18CP,6,2018 Jan 18 12:00:00 AM,,,Completed,345 N 80TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001330-18CP,False,True,False,,trao,
001333-18CP,6,2018 Jan 18 12:00:00 AM,,,Completed,118 N 83RD ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001333-18CP,False,False,True,,,just cause|just cause eviction
001427-18CP,6,2018 Jan 23 12:00:00 AM,2018 Jan 31 12:00:00 AM,Completed,Completed,7353 27TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001427-18CP,False,False,True,,,notice to terminate
001428-18CP,6,2018 Jan 23 12:00:00 AM,,,Completed,6002 3RD AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001428-18CP,False,True,False,,trao,
001486-18CP,6,2018 Jan 25 12:00:00 AM,,,Completed,3910 DAYTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001486-18CP,False,False,True,,,just cause|just cause eviction
001489-18CP,6,2018 Jan 25 12:00:00 AM,,,Completed,1547 NW 63RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001489-18CP,False,True,False,,tenant relocation|relocation assistance,
001601-18CP,6,2018 Jan 31 12:00:00 AM,,,Completed,105 N 40TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001601-18CP,False,True,False,,trao,
001725-18CP,6,2018 Feb 06 12:00:00 AM,,,Completed,8724 19TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001725-18CP,False,False,True,,,just cause|just cause eviction
001797-18CP,6,2018 Feb 08 12:00:00 AM,,,Completed,940 N 77TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001797-18CP,False,True,False,,trao,
001836-18CP,6,2018 Feb 09 12:00:00 AM,,,Completed,620 N 34TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001836-18CP,False,False,True,,,rent increase
002137-18CP,6,2018 Feb 20 12:00:00 AM,,,Completed,4406 FRANCIS AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002137-18CP,False,True,False,,trao,
002181-18CP,6,2018 Feb 22 12:00:00 AM,,,Completed,8308 24TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002181-18CP,True,False,False,sewage|flooded|mold,,
002263-18CP,6,2018 Feb 27 12:00:00 AM,,,Completed,3251 W COMMODORE WAY,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002263-18CP,False,True,False,,trao,
002298-18CP,6,2018 Feb 28 12:00:00 AM,,,Completed,6709 24TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002298-18CP,False,True,False,,trao,
002312-18CP,6,2018 Mar 01 12:00:00 AM,,,Completed,3959 FREMONT AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002312-18CP,False,True,True,,trao,tenant rights
002314-18CP,6,2018 Mar 01 12:00:00 AM,,,Completed,503 NE 72ND ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002314-18CP,False,True,True,,trao,notice to vacate|just cause|just cause eviction
002353-18CP,6,2018 Mar 01 12:00:00 AM,,,Completed,604 N 46TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002353-18CP,False,True,False,,trao,
002402-18CP,6,2018 Mar 02 12:00:00 AM,,,Completed,1707 NW 64TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002402-18CP,False,True,False,,trao,
002536-18CP,6,2018 Mar 07 12:00:00 AM,,,Closed,805 NW 51ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002536-18CP,False,True,False,,trao,
002590-18CP,6,2018 Mar 09 12:00:00 AM,,,Completed,5002 20TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002590-18CP,False,True,True,,trao,just cause|just cause eviction
002598-18CP,6,2018 Mar 09 12:00:00 AM,2018 Mar 26 12:00:00 AM,Completed,Completed,8724 19TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002598-18CP,False,True,True,,retaliat,notice to vacate|just cause|just cause eviction
002627-18CP,6,2018 Mar 09 12:00:00 AM,,,Completed,5910 LATONA AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002627-18CP,True,True,False,leak,pota,
