RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
000176-23CP,Complaint,Request,LandLord/Tenant,mfte - no paperwork provided - 6-8 weekspaying wrong amt of rentmgmt ignoring,2023 Jan 04 12:00:00 AM,,,Under Investigation,4219 S OTHELLO ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000176-23CP,47.53692011,-122.27985292,"(47.53692011, -122.27985292)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
000196-23CP,Complaint,Request,LandLord/Tenant,RENT INCREASE,2023 Jan 04 12:00:00 AM,,,Closed,6408 44TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000196-23CP,47.54480049,-122.27766852,"(47.54480049, -122.27766852)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false
000333-23CP,Complaint,Request,LandLord/Tenant,EVICTION,2023 Jan 09 12:00:00 AM,,,Completed,5727 37TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000333-23CP,47.55040857,-122.28647098,"(47.55040857, -122.28647098)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true
000410-23CP,Complaint,Request,LandLord/Tenant,"Per Online; Kamal Jain & Haresh Sangani own a multi unit housing property in Seattle. Unit 8318 on the back side of the property is uninhabitable and has unsafe living conditions. We informed these landlords on May 29, 2022, initially starting with just the bathtub that sewage was coming backup through the pipes in the bathroom. They sent someone to scope the pluming to see the issue but the problem we called them about was never addressed.The problem happened",2023 Jan 11 12:00:00 AM,,,Under Investigation,8318 WABASH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000410-23CP,47.52911122,-122.26907747,"(47.52911122, -122.26907747)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false
000465-23CP,Complaint,Request,LandLord/Tenant,TRAO,2023 Jan 09 12:00:00 AM,,,Completed,3507 HAHN PL S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000465-23CP,47.57214038,-122.31692362,"(47.57214038, -122.31692362)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false
000469-23CP,Complaint,Request,LandLord/Tenant,3 Day Notice; SMC 22.205.010.P,2022 Dec 20 12:00:00 AM,,,Closed,4833 S OTHELLO ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000469-23CP,47.53678125,-122.27114192,"(47.53678125, -122.27114192)",12,2022,4,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
000513-23CP,Complaint,Request,LandLord/Tenant,TRAO INTAKE,2023 Jan 09 12:00:00 AM,,,Completed,119 12TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000513-23CP,47.60231475,-122.31712666,"(47.60231475, -122.31712666)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false
000539-23CP,Complaint,Request,LandLord/Tenant,"Per Online: I lived in Unit 503 of the Portico on Terrace apartments between Aug 2019-Aug 2021.�Upon move-out, not only was I not given any of my deposit back, but there was an attempt to charge me an additional $90.94. I attempted to dispute these claims and was met with minimal and then eventually no response. I circled back again several times last year with the same thing (minimal response and then eventually they stopped responding).Portico also did not provid",2023 Jan 15 12:00:00 AM,,,Completed,404 TERRY AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000539-23CP,47.60486119,-122.32225015,"(47.60486119, -122.32225015)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false
000597-23CP,Complaint,Request,LandLord/Tenant,LOCKOUT,2023 Jan 17 12:00:00 AM,,,Completed,3630 RENTON AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000597-23CP,47.57086733,-122.29547195,"(47.57086733, -122.29547195)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
000599-23CP,Complaint,Request,LandLord/Tenant,14 DAY NOTICE,2023 Jan 17 12:00:00 AM,,,Completed,5983 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000599-23CP,47.54797798,-122.27717359,"(47.54797798, -122.27717359)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false
000698-23CP,Complaint,Request,LandLord/Tenant,10 DAY NOTICE TO VACATE,2023 Jan 19 12:00:00 AM,,,Closed,3919 S PEARL ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000698-23CP,47.55597606,-122.28254368,"(47.55597606, -122.28254368)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
000737-23CP,Complaint,Request,LandLord/Tenant,Caller says he was illegally evicted from Mercy House for not adhering to program rules.  He stated was never given a 3-day pay or vacate notice although a backdated notice was produced at the point of eviction.  He stated staff barged into his room and started gathering his belongings for the immediate eviction.,2023 Jan 20 12:00:00 AM,,,Completed,4809 S KENYON ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000737-23CP,47.53136577,-122.27229892,"(47.53136577, -122.27229892)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
000779-23CP,Complaint,Request,LandLord/Tenant,"Property management company has failed to properly repair the roof, which has resulted in a moldy closet, an entire kitchen wall leaking, and leaking in the attic. There has also been a pest issue in the attic since before we moved in. We have notified property management of all issues when we moved in over a year ago.3/14/2023 Complainant called would like to know rights as a tenant",2023 Jan 23 12:00:00 AM,,,Completed,4815 S ORCAS ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000779-23CP,47.55096901,-122.27189247,"(47.55096901, -122.27189247)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,false,true,false
000849-23CP,Complaint,Request,LandLord/Tenant,TRAO,2023 Jan 24 12:00:00 AM,,,Completed,4720 52ND AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000849-23CP,47.55992307,-122.26793796,"(47.55992307, -122.26793796)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false
000860-23CP,Complaint,Request,LandLord/Tenant,NO RENEWAL OFFER,2023 Jan 23 12:00:00 AM,,,Under Investigation,1701 12TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000860-23CP,47.58800115,-122.31771067,"(47.58800115, -122.31771067)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
000872-23CP,Complaint,Request,LandLord/Tenant,EDRA FOLLOW UP,2023 Jan 24 12:00:00 AM,,,Under Investigation,400 S JACKSON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000872-23CP,47.59941516,-122.32858898,"(47.59941516, -122.32858898)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
000873-23CP,Complaint,Request,LandLord/Tenant,COMPLY OR VACATE NOTICE,2023 Jan 24 12:00:00 AM,,,Completed,1100 S MASSACHUSETTS ST,98134,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000873-23CP,47.58866688,-122.31824757,"(47.58866688, -122.31824757)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false
000925-23CP,Complaint,Request,LandLord/Tenant,"Tenant received a rent increase in the mail, lease ends in July 2023. Increase is for more than 25% of rent if signs new lease, and 56% if they do sign will go month to month. What are rights?",2023 Jan 26 12:00:00 AM,,,Closed,4219 S OTHELLO ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000925-23CP,47.53692011,-122.27985292,"(47.53692011, -122.27985292)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false
000995-23CP,Complaint,Request,LandLord/Tenant,TRAO,2023 Jan 25 12:00:00 AM,,,Completed,11131 BEACON AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000995-23CP,47.50035544,-122.26795645,"(47.50035544, -122.26795645)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false
000996-23CP,Complaint,Request,LandLord/Tenant,TRAO,2023 Jan 25 12:00:00 AM,,,Completed,11123 BEACON AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000996-23CP,47.5005046,-122.26807427,"(47.5005046, -122.26807427)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false
001011-23CP,Complaint,Request,LandLord/Tenant,PIPE BURST. TENANTOFFERED A CHOICE OFLESSER QUALITY UNIT(NOT TEMPORARY) OR 20DAY VACATE NOTICE WILLBE ISSUED PER ALREADYGAVE TRAO PACKET 3 YEARSAGO WHEN PLANNED TO SELL.,2023 Jan 27 12:00:00 AM,,,Closed,2544 BEACON AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001011-23CP,47.57986256,-122.31248027,"(47.57986256, -122.31248027)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false
001063-23CP,Complaint,Request,LandLord/Tenant,NOTICE TO VACATE,2023 Jan 30 12:00:00 AM,,,Closed,8716 42ND AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001063-23CP,47.52472682,-122.28072821,"(47.52472682, -122.28072821)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001067-23CP,Complaint,Request,LandLord/Tenant,NO LEASE,2023 Jan 30 12:00:00 AM,,,Closed,308 4TH AVE S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001067-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001068-23CP,Complaint,Request,LandLord/Tenant,EDRA HELP NEEDED,2023 Jan 30 12:00:00 AM,,,Closed,2709 17TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001068-23CP,47.57915185,-122.31102677,"(47.57915185, -122.31102677)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001098-23CP,Complaint,Request,LandLord/Tenant,MNGR GAVE ME EVICTIONTEXT MESSAGE ASKING TO MOVE 1.2.23 - LEAVE BY 1.20.23,2023 Jan 31 12:00:00 AM,,,Closed,5120 S MORGAN ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001098-23CP,47.5444776,-122.269008,"(47.5444776, -122.269008)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001110-23CP,Complaint,Request,LandLord/Tenant,OWNER TRIED TO REMOVE TENANT PROPERTYAND POLICE HAVE BEENCALLED. CONCERNED ABOUTCONTINUED EFFORTS BY OWNER.,2023 Jan 31 12:00:00 AM,,,Under Investigation,2347 23RD AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001110-23CP,47.58155296,-122.30334119,"(47.58155296, -122.30334119)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001136-23CP,Complaint,Request,LandLord/Tenant,Would like to know rights as a tenant as far as the lease goes.,2023 Jan 27 12:00:00 AM,,,Under Investigation,4703 BEACON AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001136-23CP,47.56095358,-122.3053439,"(47.56095358, -122.3053439)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001141-23CP,Complaint,Request,LandLord/Tenant,Harassment by owner has forced me and my family to move.  What aremy rights?,2023 Feb 01 12:00:00 AM,,,Under Investigation,3901 S ANGELINE ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001141-23CP,47.559242,-122.28326266,"(47.559242, -122.28326266)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001152-23CP,Complaint,Request,LandLord/Tenant,Owner wants to know how to give notice on rent increase.,2023 Jan 27 12:00:00 AM,,,Under Investigation,2108 S BENNETT ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001152-23CP,47.5549509,-122.30569314,"(47.5549509, -122.30569314)",1,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false
001182-23CP,Complaint,Request,LandLord/Tenant,Received a written3-day notice to vacate and a text messagestating I had untilFeb. 10th to vacate.,2023 Feb 02 12:00:00 AM,,,Completed,1701 STURGUS AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001182-23CP,47.58831072,-122.31184697,"(47.58831072, -122.31184697)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001204-23CP,Complaint,Request,LandLord/Tenant,Request to removeTRAO hold frompermit 6886716-CN,2023 Feb 02 12:00:00 AM,,,Closed,11131 BEACON AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001204-23CP,47.50035544,-122.26795645,"(47.50035544, -122.26795645)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false
001243-23CP,Complaint,Request,LandLord/Tenant,LOCKOUT,2023 Feb 03 12:00:00 AM,,,Completed,9244 37TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001243-23CP,47.52005877,-122.28571593,"(47.52005877, -122.28571593)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001300-23CP,Complaint,Request,LandLord/Tenant,Caller  reported shereceived an evictionnotice.  (NeedsSpanish interpreter),2023 Feb 06 12:00:00 AM,,,Completed,3642 33RD AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001300-23CP,47.57061535,-122.2907462,"(47.57061535, -122.2907462)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001315-23CP,Complaint,Request,LandLord/Tenant,90 DAY EVICTION,2023 Feb 07 12:00:00 AM,,,Closed,9319 51ST AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001315-23CP,47.51845557,-122.27034822,"(47.51845557, -122.27034822)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001415-23CP,Complaint,Request,LandLord/Tenant,cockroaches - no help from ladlord -withholding rent & now received textl to move out - behind  on rent refusing to pay until fixed,2023 Feb 08 12:00:00 AM,,,Completed,7310 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001415-23CP,47.53661612,-122.26965482,"(47.53661612, -122.26965482)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false
001487-23CP,Complaint,Request,LandLord/Tenant,SECURITY DEPOSIT,2023 Feb 08 12:00:00 AM,,,Completed,2119 13TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001487-23CP,47.58402723,-122.31629017,"(47.58402723, -122.31629017)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true
001525-23CP,Complaint,Request,LandLord/Tenant,NOTICE TO VACATE,2023 Feb 10 12:00:00 AM,,,Closed,9400 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001525-23CP,47.52009207,-122.26505776,"(47.52009207, -122.26505776)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001599-23CP,Complaint,Request,LandLord/Tenant,"Per Online;Landlord (Keith Chinn) refuses to return the rental deposit to us (former tenants: Bonghan Kim, Eric Riedel, and Simon Baumgardt-Wellander) after more than 21 days since the end of the tenancy. He now claims to have found additional charges and is demanding additional payment.Timeline: Oct 31, 2021: The end of tenancy.Nov 23, 2021: He returned a partial deposit. Withheld $200 for ""extra cleaning"" and $300 for ""Hold back gas bill"". Nov 23, 2021:",2023 Feb 13 12:00:00 AM,,,Completed,1119 B STURGUS AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001599-23CP,47.59246746,-122.31347703,"(47.59246746, -122.31347703)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,false
001628-23CP,Complaint,Request,LandLord/Tenant,RENT INCREASE,2023 Feb 14 12:00:00 AM,,,Completed,315 MAYNARD AVE S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001628-23CP,47.59952726,-122.3254183,"(47.59952726, -122.3254183)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false
001732-23CP,Complaint,Request,LandLord/Tenant,Guidance on raisingthe rent.,2023 Feb 17 12:00:00 AM,,,Under Investigation,9610 56TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001732-23CP,47.51647787,-122.26280157,"(47.51647787, -122.26280157)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001734-23CP,Complaint,Request,LandLord/Tenant,"Because of sever mold issues nevertreated and ignoredby owner, I want tobreak my leasewithout penalty.",2023 Feb 17 12:00:00 AM,,,Under Investigation,435 10TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001734-23CP,47.60604149,-122.31965706,"(47.60604149, -122.31965706)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
001796-23CP,Complaint,Request,LandLord/Tenant,SEVERAL LEASE RENEWALSIN SHORT TIME PERIOD.GUIDANCE NEEDED,2023 Feb 15 12:00:00 AM,,,Under Investigation,609 YESLER WAY,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001796-23CP,47.60155409,-122.32586167,"(47.60155409, -122.32586167)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001845-23CP,Complaint,Request,LandLord/Tenant,RENT INCREASEAND NOTICE TOVACATE.,2023 Feb 21 12:00:00 AM,,,Closed,10628 57TH AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001845-23CP,47.5052107,-122.260933,"(47.5052107, -122.260933)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false
001873-23CP,Complaint,Request,LandLord/Tenant,21 day deposit no contact from landlord,2023 Feb 22 12:00:00 AM,,,Completed,315 MAYNARD AVE S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001873-23CP,47.59952726,-122.3254183,"(47.59952726, -122.3254183)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
001894-23CP,Complaint,Request,LandLord/Tenant,EDRA APPLICATION ASSISTANCEREQUESTED,2023 Feb 22 12:00:00 AM,,,Completed,3308 WETMORE AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001894-23CP,47.57433895,-122.29317605,"(47.57433895, -122.29317605)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001922-23CP,Complaint,Request,LandLord/Tenant,30-DAY NOTICE TO VACATE,2023 Feb 23 12:00:00 AM,,,Closed,3829 M L KING JR WAY S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001922-23CP,47.56925152,-122.29731783,"(47.56925152, -122.29731783)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001931-23CP,Complaint,Request,LandLord/Tenant,14 day pay or vacate,2023 Feb 23 12:00:00 AM,,,Closed,5727 37TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001931-23CP,47.55040857,-122.28647098,"(47.55040857, -122.28647098)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001949-23CP,Complaint,Request,LandLord/Tenant,REPAIRS GOING ONAFTER A LEAK. SITUATIONUNLIVABLE.,2023 Feb 17 12:00:00 AM,,,Under Investigation,1011 E TERRACE ST,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001949-23CP,47.60504323,-122.3184988,"(47.60504323, -122.3184988)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false
001960-23CP,Complaint,Request,LandLord/Tenant,"We have had mice in our apartment since at least 11/1/22, and the problem is persisting. We have seen two with our eyes (the first on 11/1/22, the second on 1/8/23) and have heard them running and scratching at our ceiling and walls almost every night since November. We have also found droppings under our sink, in both our closets, in our bathroom, on our bedframe, and on our side table. Our upstairs neighbors have also had droppings in their bathrooms coming from their fan. Our property ma",2023 Feb 24 12:00:00 AM,,,Closed,1550 17th AVE S,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001960-23CP,47.58854573,-122.31034461,"(47.58854573, -122.31034461)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false
001978-23CP,Complaint,Request,LandLord/Tenant,"Per Online;My two roommates and I signed a rental agreement and moved into the property at the beginning of December 2022. From the moment we moved in, we have had major issues with the house, to include inadequate heat and hot water. I have not had hot water in my bathroom's shower since moving in, and the heating system in the house does not work, forcing us to run space heaters and our gas fireplace almost constantly, which is driving up our utilities costs. The o",2023 Feb 24 12:00:00 AM,,,Under Investigation,8637 BEACON AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001978-23CP,47.52498896,-122.2880385,"(47.52498896, -122.2880385)",2,2023,1,,,,True,True,,2,True,False,False,False,false,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false
002052-23CP,Complaint,Request,LandLord/Tenant,"Per Online;The roof at this apartment building is failing, three units have large holes from water damage, my roof has leaked previously and the hallways just outside my doorway, being held up with a 2x4 my concern is it will fall on someone. As well as the landlord refusing to answer calls or fix anything with in my unit.",2023 Feb 27 12:00:00 AM,,,Closed,3430 RENTON PL S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002052-23CP,47.57255956,-122.29632542,"(47.57255956, -122.29632542)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false
002085-23CP,Complaint,Request,LandLord/Tenant,"Questions regardingTRAO qualification, owner is renovatingthe property.",2023 Feb 28 12:00:00 AM,,,Under Investigation,7121 45TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002085-23CP,47.53829175,-122.27706428,"(47.53829175, -122.27706428)",2,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false
002181-23CP,Complaint,Request,LandLord/Tenant,Request to initiateTRAO license,2023 Mar 01 12:00:00 AM,,,Completed,5226 S MAYFLOWER ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002181-23CP,47.55429852,-122.26689896,"(47.55429852, -122.26689896)",3,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false
002217-23CP,Complaint,Request,LandLord/Tenant,"INRENT, EDRA, PAOTHR, RTC, JCEO, rent increase and notice to terminate",2023 Mar 03 12:00:00 AM,,,Closed,9746 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002217-23CP,47.51546164,-122.25307564,"(47.51546164, -122.25307564)",3,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false
002273-23CP,Complaint,Request,LandLord/Tenant,I received a pay orvacate notice for back rent in the amount of $5000.00.,2023 Mar 03 12:00:00 AM,,,Under Investigation,5900 37TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002273-23CP,47.54880416,-122.28607579,"(47.54880416, -122.28607579)",3,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
002276-23CP,Complaint,Request,LandLord/Tenant,EVICTION NOTICE,2023 Mar 02 12:00:00 AM,,,Completed,3610 33RD AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002276-23CP,47.57113199,-122.29049933,"(47.57113199, -122.29049933)",3,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false
002281-23CP,Complaint,Request,LandLord/Tenant,My tenant is in jail and will not be returning to theproperty.  However;there are others that have moved in that are not on the lease.  I need guidance on getting them out of my property.,2023 Mar 03 12:00:00 AM,,,Under Investigation,4113 37TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002281-23CP,47.5657337,-122.28630074,"(47.5657337, -122.28630074)",3,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
002379-23CP,Complaint,Request,LandLord/Tenant,20 Day Notice to Vacate,2023 Mar 07 12:00:00 AM,,,Completed,5231 39TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002379-23CP,47.55495537,-122.28415948,"(47.55495537, -122.28415948)",3,2023,1,,,,True,True,,2,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false
