RecordNum,District,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations,HealthSafetyTermsFound,HarassmentTermsFound,RightsTermsFound
008272-18CP,7,2018 Aug 29 12:00:00 AM,,,Closed,1110 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008272-18CP,False,True,True,,pota,security deposit
008316-18CP,7,2018 Aug 30 12:00:00 AM,,,Completed,2727 W MANOR PL,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008316-18CP,False,False,True,,,rent increase|illegal rent
1044909-VI,7,2018 Aug 30 12:00:00 AM,,,Completed,2727 W MANOR PL,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044909-VI,False,False,True,,,rent increase|illegal rent
008355-18CP,7,2018 Aug 31 12:00:00 AM,,,Completed,3238 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008355-18CP,False,True,False,,trao,
008405-18CP,7,2018 Sep 04 12:00:00 AM,,,Closed,200 Pike ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008405-18CP,False,True,False,,pota|trao,
008421-18CP,7,2018 Sep 04 12:00:00 AM,2018 Oct 03 12:00:00 AM,Completed,Completed,565 Lee ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008421-18CP,False,True,False,,pota,
008438-18CP,7,2018 Sep 05 12:00:00 AM,,,Closed,522 VALLEY ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008438-18CP,False,True,False,,trao,
008439-18CP,7,2018 Sep 05 12:00:00 AM,,,Closed,520 VALLEY ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008439-18CP,False,True,False,,trao,
008496-18CP,7,2018 Sep 06 12:00:00 AM,,,Closed,609 W Nickerson ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008496-18CP,False,True,False,,pota|trao,
1044967-VI,7,2018 Sep 07 12:00:00 AM,,,Completed,819 Virginia ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044967-VI,False,True,False,,pota,
008644-18CP,7,2018 Sep 11 12:00:00 AM,,,Closed,2215 1st AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008644-18CP,False,True,False,,pota,
008715-18CP,7,2018 Sep 13 12:00:00 AM,,,Completed,700 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008715-18CP,False,False,True,,,late fees
008850-18CP,7,2018 Sep 17 12:00:00 AM,,,Closed,2215 1st AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008850-18CP,False,True,False,,pota,
008963-18CP,7,2018 Sep 20 12:00:00 AM,,,Completed,104 Pine ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008963-18CP,False,True,False,,pota|trao,
008986-18CP,7,2018 Sep 21 12:00:00 AM,,,Completed,3223 21st AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008986-18CP,False,True,False,,pota|trao,
009008-18CP,7,2018 Sep 21 12:00:00 AM,,,Completed,2121 6th AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009008-18CP,False,True,False,,pota,
009100-18CP,7,2018 Sep 24 12:00:00 AM,,,Closed,607 EASTLAKE AVE E,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009100-18CP,False,True,False,,trao,
009146-18CP,7,2018 Sep 26 12:00:00 AM,,,Completed,1326 5th AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009146-18CP,False,True,False,,pota|trao,
009193-18CP,7,2018 Sep 27 12:00:00 AM,,,Completed,104 Pine ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009193-18CP,False,True,False,,pota|trao,
009311-18CP,7,2018 Oct 03 12:00:00 AM,,,Completed,700 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009311-18CP,False,False,True,,,10-day notice
009480-18CP,7,2018 Oct 08 12:00:00 AM,,,Completed,700 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009480-18CP,False,True,False,,trao,
009597-18CP,7,2018 Oct 11 12:00:00 AM,,,Completed,2206 11th AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009597-18CP,False,True,False,,pota,
009697-18CP,7,2018 Oct 15 12:00:00 AM,,,Closed,1823 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009697-18CP,False,True,False,,pota,
009766-18CP,7,2018 Oct 17 12:00:00 AM,,,Completed,2030 8TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009766-18CP,False,False,True,,,10-day notice
009802-18CP,7,2018 Oct 17 12:00:00 AM,,,Completed,2314 THORNDYKE AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009802-18CP,False,True,False,,trao,
009832-18CP,7,2018 Oct 18 12:00:00 AM,,,Completed,117 YALE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009832-18CP,False,True,False,,trao,
009908-18CP,7,2018 Oct 23 12:00:00 AM,,,Closed,3402 22nd AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009908-18CP,False,True,False,,pota,
009936-18CP,7,2018 Oct 23 12:00:00 AM,,,Completed,2028 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009936-18CP,False,True,True,,harass,10-day notice
009937-18CP,7,2018 Oct 23 12:00:00 AM,,,Completed,2028 14th AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009937-18CP,False,False,True,,,10 day notice
1045304-VI,7,2018 Oct 24 12:00:00 AM,,,Completed,2030 8TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045304-VI,False,False,True,,,notice to terminate|just cause|just cause eviction
010014-18CP,7,2018 Oct 26 12:00:00 AM,,,Closed,1405 6TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010014-18CP,False,True,False,,trao,
010092-18CP,7,2018 Oct 29 12:00:00 AM,,,Completed,2632 21st AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010092-18CP,False,True,False,,harass|pota,
010118-18CP,7,2018 Oct 30 12:00:00 AM,,,Completed,107 1st AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010118-18CP,False,True,False,,pota,
010121-18CP,7,2018 Oct 30 12:00:00 AM,,,Closed,523 Pine ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010121-18CP,False,True,False,,pota,
010129-18CP,7,2018 Oct 30 12:00:00 AM,,,Completed,2024 3RD AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010129-18CP,False,False,True,,,3 day notice
010159-18CP,7,2018 Nov 01 12:00:00 AM,,,Completed,808 W Argand ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010159-18CP,False,True,False,,pota,
010202-18CP,7,2018 Nov 02 12:00:00 AM,,,Completed,128 W FLORENTIA ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010202-18CP,False,True,False,,pota|trao,
010245-18CP,7,2018 Nov 02 12:00:00 AM,,,Completed,901 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010245-18CP,False,True,False,,pota,
010346-18CP,7,2018 Nov 08 12:00:00 AM,,,Completed,2611 W Newton ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010346-18CP,False,True,True,,pota,security deposit
010381-18CP,7,2018 Nov 09 12:00:00 AM,,,Completed,511 HOWE ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010381-18CP,False,True,False,,trao,
010440-18CP,7,2018 Nov 13 12:00:00 AM,,,Completed,700 5th AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010440-18CP,False,False,True,,,tenant rights
010545-18CP,7,2018 Nov 15 12:00:00 AM,,,Closed,700 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010545-18CP,False,True,False,,harass|retaliat,
010690-18CP,7,2018 Nov 21 12:00:00 AM,,,Closed,700 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010690-18CP,True,True,False,sewage,pota,
010793-18CP,7,2018 Nov 29 12:00:00 AM,,,Completed,1820 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010793-18CP,False,False,True,,,illegal entry
010841-18CP,7,2018 Dec 03 12:00:00 AM,,,Completed,1814 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010841-18CP,False,True,False,,harass,
010855-18CP,7,2018 Dec 04 12:00:00 AM,,,Closed,362 WARD ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010855-18CP,False,True,False,,trao,
010864-18CP,7,2018 Dec 03 12:00:00 AM,,,Completed,1820 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010864-18CP,False,True,False,,retaliat,
010884-18CP,7,2018 Dec 04 12:00:00 AM,,,Completed,2129 6TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010884-18CP,False,True,False,,trao,
010919-18CP,7,2018 Dec 06 12:00:00 AM,,,Completed,800 Seneca ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010919-18CP,False,True,False,,pota,
010949-18CP,7,2018 Dec 06 12:00:00 AM,,,Closed,104 PINE ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010949-18CP,False,True,False,,trao,
011029-18CP,7,2018 Dec 11 12:00:00 AM,2018 Dec 13 12:00:00 AM,Completed,Completed,3435 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011029-18CP,True,True,False,water damage|mold,pota,
011035-18CP,7,2018 Dec 11 12:00:00 AM,,,Completed,104 Pine ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011035-18CP,False,True,False,,pota,
011124-18CP,7,2018 Dec 14 12:00:00 AM,,,Closed,1015 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011124-18CP,True,True,True,bed bug,pota,tenant rights
011193-18CP,7,2018 Dec 18 12:00:00 AM,,,Completed,519 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011193-18CP,False,True,False,,pota|trao,
011194-18CP,7,2018 Dec 18 12:00:00 AM,,,Completed,116 Roy ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011194-18CP,False,True,False,,pota|trao,
011350-18CP,7,2018 Dec 26 12:00:00 AM,,,Closed,3418 15th AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011350-18CP,False,True,False,,trao,
011359-18CP,7,2018 Dec 26 12:00:00 AM,,,Completed,302 HALLADAY ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011359-18CP,False,True,False,,pota,
011423-18CP,7,2018 Dec 28 12:00:00 AM,,,Completed,3238 14th AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011423-18CP,False,True,False,,pota,
011424-18CP,7,2018 Dec 28 12:00:00 AM,,,Completed,2119 23rd AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011424-18CP,False,True,False,,pota|trao,
011445-18CP,7,2018 Dec 31 12:00:00 AM,,,Closed,121 ALOHA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011445-18CP,False,True,False,,trao,
001033-18CP,7,2018 Jan 03 12:00:00 AM,,,Closed,710 CHERRY ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001033-18CP,False,True,False,,harass,
001142-18CP,7,2018 Jan 09 12:00:00 AM,,,Completed,408 RAYE ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001142-18CP,False,True,True,,pota,tenant rights
001155-18CP,7,2018 Jan 10 12:00:00 AM,,,Completed,3402 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001155-18CP,True,True,False,water damage,tenant relocation|relocation assistance,
001250-18CP,7,2018 Jan 12 12:00:00 AM,,,Completed,526 YALE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001250-18CP,False,False,True,,,rent increase
001256-18CP,7,2018 Jan 12 12:00:00 AM,,,Completed,1503 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001256-18CP,False,True,False,,pota|trao,
001375-18CP,7,2018 Jan 19 12:00:00 AM,,,Completed,1221 1ST AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001375-18CP,False,True,False,,trao,
001393-18CP,7,2018 Jan 22 12:00:00 AM,,,Completed,2346 W PLYMOUTH ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001393-18CP,False,True,False,,tenant relocation|relocation assistance,
001415-18CP,7,2018 Jan 23 12:00:00 AM,,,Completed,2565 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001415-18CP,False,True,False,,locked out,
001421-18CP,7,2018 Jan 23 12:00:00 AM,,,Completed,1300 6TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001421-18CP,False,True,False,,harass|retaliat,
001425-18CP,7,2018 Jan 23 12:00:00 AM,2018 Mar 08 12:00:00 AM,Completed,Completed,104 PINE ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001425-18CP,False,False,True,,,rent increase
001473-18CP,7,2018 Jan 24 12:00:00 AM,,,Completed,217 W BOSTON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001473-18CP,False,False,True,,,just cause|just cause eviction
001600-18CP,7,2018 Jan 31 12:00:00 AM,,,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001600-18CP,True,True,False,water damage|asbestos,pota|trao,
001645-18CP,7,2018 Feb 02 12:00:00 AM,,,Completed,3626 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001645-18CP,False,True,False,,trao,
001708-18CP,7,2018 Feb 06 12:00:00 AM,,,Completed,2014 TERRY AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001708-18CP,False,True,False,,retaliat,
001729-18CP,7,2018 Feb 06 12:00:00 AM,,,Completed,1015 W NICKERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001729-18CP,False,False,True,,,20 day notice|just cause
001732-18CP,7,2018 Feb 06 12:00:00 AM,,,Completed,200 ALOHA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001732-18CP,False,True,False,,harass|pressure to move,
001748-18CP,7,2018 Feb 07 12:00:00 AM,,,Completed,3630 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001748-18CP,False,True,True,,forced to move,rent increase
001794-18CP,7,2018 Feb 08 12:00:00 AM,,,Completed,1961 THORNDYKE AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001794-18CP,False,True,False,,harass,
001847-18CP,7,2018 Feb 09 12:00:00 AM,,,Completed,323 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001847-18CP,False,False,True,,,20 day notice|notice to vacate|just cause|just cause eviction
002034-18CP,7,2018 Feb 15 12:00:00 AM,,,Completed,901 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002034-18CP,False,False,True,,,rent increase
002132-18CP,7,2018 Feb 20 12:00:00 AM,,,Completed,101 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002132-18CP,False,False,True,,,tenant rights
002299-18CP,7,2018 Feb 28 12:00:00 AM,,,Completed,2005 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002299-18CP,False,True,False,,trao,
002300-18CP,7,2018 Feb 28 12:00:00 AM,,,Completed,1411 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002300-18CP,False,True,False,,trao,
002315-18CP,7,2018 Mar 01 12:00:00 AM,,,Completed,3630 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002315-18CP,False,True,False,,trao,
002321-18CP,7,2018 Mar 01 12:00:00 AM,2018 Mar 08 12:00:00 AM,Completed,Completed,104 PINE ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002321-18CP,False,True,False,,trao,
002348-18CP,7,2018 Mar 01 12:00:00 AM,,,Completed,335 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002348-18CP,True,False,True,mold,,rent increase
002683-18CP,7,2018 Mar 13 12:00:00 AM,,,Completed,2014 TERRY AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002683-18CP,False,True,True,,harass|retaliat,10-day notice
002686-18CP,7,2018 Mar 13 12:00:00 AM,,,Completed,314 W BARRETT ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002686-18CP,True,False,True,unsafe,,illegal rent
002689-18CP,7,2018 Mar 13 12:00:00 AM,,,Completed,2321 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002689-18CP,False,True,False,,pota,
002872-18CP,7,2018 Mar 20 12:00:00 AM,,,Closed,1105 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002872-18CP,False,True,False,,pota,
002917-18CP,7,2018 Mar 21 12:00:00 AM,,,Completed,641 W EMERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002917-18CP,False,True,False,,trao,
003065-18CP,7,2018 Mar 28 12:00:00 AM,,,Completed,2020 TERRY AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003065-18CP,False,True,False,,harass,
003116-18CP,7,2018 Mar 30 12:00:00 AM,,,Completed,104 PINE ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003116-18CP,False,False,True,,,pay or vacate|security deposit
003119-18CP,7,2018 Mar 30 12:00:00 AM,,,Completed,2142 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003119-18CP,False,True,False,,tenant relocation,
003141-18CP,7,2018 Mar 30 12:00:00 AM,,,Completed,301 LEE ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003141-18CP,False,True,False,,trao,
003144-18CP,7,2018 Mar 30 12:00:00 AM,,,Completed,901 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003144-18CP,False,True,False,,trao,
003215-18CP,7,2018 Apr 03 12:00:00 AM,,,Completed,1201 1ST AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003215-18CP,False,True,False,,trao,
003225-18CP,7,2018 Apr 03 12:00:00 AM,,,Completed,104 PINE ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003225-18CP,False,True,True,,trao,rent increase
003388-18CP,7,2018 Apr 10 12:00:00 AM,,,Completed,909 5TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003388-18CP,False,True,False,,trao,
003392-18CP,7,2018 Apr 10 12:00:00 AM,,,Completed,1502 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003392-18CP,False,True,False,,trao,
003426-18CP,7,2018 Apr 11 12:00:00 AM,,,Completed,1105 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003426-18CP,False,True,False,,pota,
003503-18CP,7,2018 Apr 16 12:00:00 AM,,,Completed,200 ALOHA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003503-18CP,False,False,True,,,tenant rights
003635-18CP,7,2018 Apr 20 12:00:00 AM,,,Completed,720 SENECA ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003635-18CP,False,False,True,,,vacate notice
003706-18CP,7,2018 Apr 24 12:00:00 AM,,,Closed,2014 TERRY AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003706-18CP,False,True,True,,retaliat,3 day notice|10 day notice
003793-18CP,7,2018 Apr 27 12:00:00 AM,,,Closed,2701 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003793-18CP,True,True,False,no hot water,retaliat,
003807-18CP,7,2018 Apr 27 12:00:00 AM,,,Closed,1911 AURORA AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003807-18CP,False,True,False,,told to leave,
1042424-VI,7,2018 Feb 16 12:00:00 AM,2018 Feb 15 12:00:00 AM,Compliance Achieved,Completed,323 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1042424-VI,False,True,False,,pota,
1042685-VI,7,2018 Mar 20 12:00:00 AM,,,Initiated,335 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1042685-VI,False,True,False,,pota,
000119-19CP,7,2019 Jan 02 12:00:00 AM,,,Closed,2701 W MANOR PL,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000119-19CP,False,True,False,,pota,
000152-19CP,7,2019 Jan 03 12:00:00 AM,2019 Jan 09 12:00:00 AM,Completed,Completed,2400 Aurora AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000152-19CP,True,True,False,leak|leaks,pota,
000194-19CP,7,2019 Jan 04 12:00:00 AM,,,Completed,1414 W DRAVUS ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000194-19CP,True,False,False,bed bug,,
000229-19CP,7,2019 Jan 06 12:00:00 AM,,,Completed,200 6th AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000229-19CP,True,False,False,infestation|bed bug,,
000251-19CP,7,2019 Jan 07 12:00:00 AM,,,Closed,2116 3RD AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000251-19CP,False,True,True,,pota,notice to terminate
000270-19CP,7,2019 Jan 08 12:00:00 AM,,,Completed,510 Minor AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000270-19CP,False,True,True,,harass|pota,10 day notice
000272-19CP,7,2019 Jan 08 12:00:00 AM,,,Closed,2116 3RD AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000272-19CP,False,True,False,,pota|trao,
000273-19CP,7,2019 Jan 08 12:00:00 AM,,,Completed,2116 3RD AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000273-19CP,False,True,False,,trao,
000276-19CP,7,2019 Jan 08 12:00:00 AM,,,Completed,822 6TH AVE N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000276-19CP,False,True,True,,pota,tenant rights
000277-19CP,7,2019 Jan 08 12:00:00 AM,,,Closed,823 MADISON ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000277-19CP,False,True,True,,pota,tenant rights
000359-19CP,7,2019 Jan 10 12:00:00 AM,,,Closed,133 PONTIUS AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000359-19CP,False,False,True,,,rent increase
000368-19CP,7,2019 Jan 10 12:00:00 AM,,,Completed,2116 9TH AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000368-19CP,False,True,False,,pota|trao,
1045722-VI,7,2019 Jan 08 12:00:00 AM,,,Completed,2116 3RD AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045722-VI,False,True,False,,trao,
000369-19CP,7,2019 Jan 10 12:00:00 AM,2019 Feb 13 12:00:00 AM,Completed,Completed,109 JOHN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000369-19CP,True,False,False,leak|leaking|flooding,,
000444-19CP,7,2019 Jan 10 12:00:00 AM,,,Closed,2001 23RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000444-19CP,False,True,False,,trao,
000491-19CP,7,2019 Jan 14 12:00:00 AM,,,Closed,2117 4TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000491-19CP,False,True,False,,trao,
000557-19CP,7,2019 Jan 17 12:00:00 AM,,,Completed,2357 W PLYMOUTH ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000557-19CP,False,True,False,,pota,
000596-19CP,7,2019 Jan 18 12:00:00 AM,,,Completed,2205 2ND AVE,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000596-19CP,False,True,False,,pota,
000612-19CP,7,2019 Jan 20 12:00:00 AM,,,Closed,133 PONTIUS AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000612-19CP,False,True,False,,pota,
000638-19CP,7,2019 Jan 22 12:00:00 AM,,,Closed,2020 WAVERLY PL N,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000638-19CP,False,True,True,,pota,rent increase
000639-19CP,7,2019 Jan 22 12:00:00 AM,,,Completed,128 W FlORENTIA ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000639-19CP,False,True,True,,pota,notice to vacate
000689-19CP,7,2019 Jan 22 12:00:00 AM,2019 Feb 14 12:00:00 AM,Withdrawn,Closed,1145 REPUBLICAN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000689-19CP,True,False,False,garbage,,
000694-19CP,7,2019 Jan 23 12:00:00 AM,,,Completed,2701 W MANOR PL,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000694-19CP,False,True,False,,pota,
000708-19CP,7,2019 Jan 24 12:00:00 AM,,,Completed,3400 25TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000708-19CP,False,True,False,,pota,
000709-19CP,7,2019 Jan 24 12:00:00 AM,,,Completed,121 ALOHA ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000709-19CP,False,True,False,,pota|trao,
1045805-VI,7,2018 Dec 14 12:00:00 AM,,,Initiated,104 Pine ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045805-VI,False,True,False,,pota,
000762-19CP,7,2019 Jan 25 12:00:00 AM,,,Completed,76 CEDAR ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000762-19CP,True,True,False,leak,pota,
000804-19CP,7,2019 Jan 28 12:00:00 AM,,,Completed,2020 WAVERLY PL N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000804-19CP,False,True,False,,pota,
000829-19CP,7,2019 Jan 28 12:00:00 AM,,,Completed,2020 WAVERLY PL N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000829-19CP,False,False,True,,,rent increase
000897-19CP,7,2019 Jan 31 12:00:00 AM,,,Completed,769 HAYES ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000897-19CP,False,True,True,,pota,tenant rights
