ï»¿RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
014660-23CP,Complaint,Request,LandLord/Tenant,deposit refund 2 yrs ago landlord sent me to collections,2023 Dec 19 12:00:00 AM,,,Under Investigation,4040 26TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014660-23CP,47.56709607,-122.36489874,"(47.56709607, -122.36489874)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
014730-23CP,Complaint,Request,LandLord/Tenant,"Water shut off notice in 30 days for the whole building, bill sent to the tenants and not the property owner. Tenant/complainant would like to know what to do.",2023 Dec 22 12:00:00 AM,,,Under Investigation,6511 35TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014730-23CP,47.54427627,-122.37692563,"(47.54427627, -122.37692563)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
014763-23CP,Complaint,Request,LandLord/Tenant,Property manager is trying to raise the rent after only 60 days notice.,2023 Dec 25 12:00:00 AM,,,Completed,212 ALASKAN WAY S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014763-23CP,47.60039051,-122.33518102,"(47.60039051, -122.33518102)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
014813-23CP,Complaint,Request,LandLord/Tenant,30 day notice,2023 Dec 27 12:00:00 AM,,,Closed,6511 35TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014813-23CP,47.54427627,-122.37692563,"(47.54427627, -122.37692563)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
014823-23CP,Complaint,Request,LandLord/Tenant,rent increase,2023 Dec 27 12:00:00 AM,,,Closed,1234 SW WEBSTER ST,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014823-23CP,47.53574199,-122.35200911,"(47.53574199, -122.35200911)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,True
014825-23CP,Complaint,Request,LandLord/Tenant,Property management is knowingly allowing pets to continue to pee and poop inside the building. There's railings that are constantly breaking,2023 Dec 27 12:00:00 AM,,,Completed,3021 SW BRADFORD ST,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014825-23CP,47.56874865,-122.3717899,"(47.56874865, -122.3717899)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
014884-23CP,Complaint,Request,LandLord/Tenant,"The external lights towards the bottom of the staircase, have been burnt out for several months. In addition to this, the on-site laundry services consist of two washers, and two dryers, all of which have been non-operational for several months myself, and several other tenants have attempted to reach out to the landlord directly to perform the necessary repairs, and the landlord has been unresponsive towards all of us.",2023 Dec 30 12:00:00 AM,,,Open Duplicate,4209 30TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014884-23CP,47.56578629,-122.37110078,"(47.56578629, -122.37110078)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
000120-24CP,Complaint,Request,LandLord/Tenant,"Complainant: Property management told tenants to clear out parking garage (undergoing ""system flush"") on February 8th and 9th with no cover or accommodations for parking. Complainant wants to know the legality of this move and their rights.",2024 Jan 02 12:00:00 AM,,,Under Investigation,3250 SW AVALON WAY,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000120-24CP,47.56430794,-122.37475063,"(47.56430794, -122.37475063)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000126-24CP,Complaint,Request,LandLord/Tenant,rent increase,2024 Jan 02 12:00:00 AM,,,Under Investigation,4040 26TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000126-24CP,47.56709607,-122.36489874,"(47.56709607, -122.36489874)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000147-24CP,Complaint,Request,LandLord/Tenant,"mold issue landlord aware stating there is nothing they can do about it also plumbing issues, when I contact maintenance hotline I am being told it is not an emergency POTA, planning to file small claim for landlord entry without permission I have let mgmt know I have a dog and need to know when someone is coming into my apt this is a violation of my rights has  happened twice while I was away, want to terminate lease",2024 Jan 02 12:00:00 AM,2024 Feb 15 12:00:00 AM,Completed,Completed,2200 SW BARTON ST,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000147-24CP,47.52122419,-122.36273359,"(47.52122419, -122.36273359)",1,2024,1,2,2024,1,False,False,44,1,True,False,False,False,True,True,False
000266-24CP,Complaint,Request,LandLord/Tenant,rent increase - refusing due to lack of repairs,2024 Jan 05 12:00:00 AM,,,Completed,115 PREFONTAINE PL S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000266-24CP,47.60113987,-122.32981169,"(47.60113987, -122.32981169)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000267-24CP,Complaint,Request,LandLord/Tenant,rent increase,2024 Jan 05 12:00:00 AM,,,Completed,115 PREFONTAINE PL S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000267-24CP,47.60113987,-122.32981169,"(47.60113987, -122.32981169)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000308-24CP,Complaint,Request,LandLord/Tenant,"Moved out Oct. 30th,still have not receivedmy deposit refund",2024 Jan 05 12:00:00 AM,,,Under Investigation,2610 44TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000308-24CP,47.58076106,-122.38752699,"(47.58076106, -122.38752699)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000309-24CP,Complaint,Request,LandLord/Tenant,tenant rights - landlord sending text messages whenever I have company over I was told they are going to make an amendment to my lease stating I have a roommate when I have guest over,2024 Jan 05 12:00:00 AM,,,Under Investigation,6631 CARLETON AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000309-24CP,47.54347049,-122.32169651,"(47.54347049, -122.32169651)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000314-24CP,Complaint,Request,LandLord/Tenant,Want to know rights as a tenant because landlord posted the unit price listed online lower than the price they gave to the current tenant in their lease renewal. Tenant must notify landlord by 1/15 of intent to renew.,2024 Jan 08 12:00:00 AM,,,Completed,4754 FAUNTLEROY WAY SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000314-24CP,47.55940703,-122.38115568,"(47.55940703, -122.38115568)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000347-24CP,Complaint,Request,LandLord/Tenant,I was not giving notice of maintenance entering my apartment. I sent in a maintenance request on December 17 received a text on the 19th that said someone would be here the 20th or 21st. Today January 8 I got a knock at the door for someone to come and fix an appliance. I received no phone call or notice this person was coming.,2024 Jan 08 12:00:00 AM,,,Under Investigation,6631 CARLETON AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000347-24CP,47.54347049,-122.32169651,"(47.54347049, -122.32169651)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000397-24CP,Complaint,Request,LandLord/Tenant,ISSUING NOTICE TO ENTER AND NEVER SHOW UPLANDLORD IGNORES ME REPEATEDLY,2023 Dec 28 12:00:00 AM,,,Closed,4545 42ND AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000397-24CP,47.5614657,-122.38579673,"(47.5614657, -122.38579673)",12,2023,4,,,,True,True,,1,True,False,False,False,False,False,False
000412-24CP,Complaint,Request,LandLord/Tenant,"Pipe burst in one ofthe bathrooms, about to burst in the other bathroom because there are2 bubbles in thefloor.  Managementhas not addressedand this was 3 weeks ago.  I havehealth concerns dueto the mold andmildew.  What aremy rights? (SHA Property)",2024 Jan 10 12:00:00 AM,2024 Jan 16 12:00:00 AM,Completed,Under Investigation,510 S DIRECTOR ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000412-24CP,47.52246162,-122.32772601,"(47.52246162, -122.32772601)",1,2024,1,1,2024,1,False,False,6,1,True,False,False,False,True,False,False
000418-24CP,Complaint,Request,LandLord/Tenant,My rent increasenotice did not includethe required language.,2024 Jan 10 12:00:00 AM,,,Completed,7709 15TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000418-24CP,47.53332607,-122.35422983,"(47.53332607, -122.35422983)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000445-24CP,Complaint,Request,LandLord/Tenant,"Tenant is receiving ""Residence Benefits Package"" which he can't opt out from. He is wondering the legality. Tenant is also wondering legality of being charged an extra $4 for technology fee to process rent payment online.",2024 Jan 10 12:00:00 AM,,,Under Investigation,1912 41ST AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000445-24CP,47.58638264,-122.38340351,"(47.58638264, -122.38340351)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000467-24CP,Complaint,Request,LandLord/Tenant,Eviction notice given last week for this weekend. 1/13,2024 Jan 11 12:00:00 AM,,,Completed,6719 31ST AVE SW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000467-24CP,47.5422026,-122.37289402,"(47.5422026, -122.37289402)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000547-24CP,Complaint,Request,LandLord/Tenant,"Tenant thinks landlord might have taken retaliation action reference 011272-23CP. Got a lease renewal notice and the rent is being increased by 18%, within 180 days but think it's because it's retaliation. New person started communication with her once the complaint with the city was filed, been increasingly difficult since complaint was filed.",2024 Jan 12 12:00:00 AM,,,Completed,6631 CARLETON AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000547-24CP,47.54347049,-122.32169651,"(47.54347049, -122.32169651)",1,2024,1,,,,True,True,,1,True,False,False,False,False,True,False
000561-24CP,Complaint,Request,LandLord/Tenant,"mold issue - there is always moisture in apt window seals are wet keep wiping it off mold returns POTA, tenant rights, safety concerns & landlord entry without permission",2024 Jan 16 12:00:00 AM,,,Open Duplicate,2200 SW BARTON ST,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000561-24CP,47.52122419,-122.36273359,"(47.52122419, -122.36273359)",1,2024,1,,,,True,True,,1,True,False,False,False,True,True,True
000572-24CP,Complaint,Request,LandLord/Tenant,tenant rights - application denied due to credit score issues have been unable to rent a place need guidance,2024 Jan 16 12:00:00 AM,,,Under Investigation,8412 DELRIDGE WAY SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000572-24CP,47.52773374,-122.36013299,"(47.52773374, -122.36013299)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000576-24CP,Complaint,Request,LandLord/Tenant,30 day comply or vacate,2024 Jan 16 12:00:00 AM,,,Completed,6790 MURRAY AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000576-24CP,47.5409327,-122.39432586,"(47.5409327, -122.39432586)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000634-24CP,Complaint,Request,LandLord/Tenant,security deposit refund,2024 Jan 16 12:00:00 AM,,,Under Investigation,1033 S THISTLE ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000634-24CP,47.52799228,-122.31878372,"(47.52799228, -122.31878372)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000636-24CP,Complaint,Request,LandLord/Tenant,7-day notice of watershut off posetd 1/13.No communicationfrom management.SPU confirmedthere is a largepast due balance.,2024 Jan 17 12:00:00 AM,,,Completed,4500 36TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000636-24CP,47.56245138,-122.37700417,"(47.56245138, -122.37700417)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000672-24CP,Complaint,Request,LandLord/Tenant,"the window in my living room is extremely drafty and the heat in my apartment is escaping rapidly. I get maybe an hour where it's warm, and then it gets as cold as it is outside. POTA - tenant rights, I asked maintenance to help and have not gotten any email response in 4 days.",2024 Jan 17 12:00:00 AM,,,Completed,115 PREFONTAINE PL S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000672-24CP,47.60113987,-122.32981169,"(47.60113987, -122.32981169)",1,2024,1,,,,True,True,,1,True,False,False,False,False,True,True
000682-24CP,Complaint,Request,LandLord/Tenant,Guidance on resources availableto help with rent.Caller prefersemail and textmessages.,2024 Jan 17 12:00:00 AM,,,Under Investigation,4201 SW GRAHAM ST,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000682-24CP,47.54651101,-122.38604658,"(47.54651101, -122.38604658)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000686-24CP,Complaint,Request,LandLord/Tenant,"Property management at previous residence won't give back his deposit, charging for a window that the complainant/tenant did not break and charging last month's rent.",2024 Jan 17 12:00:00 AM,,,Under Investigation,212 ALASKAN WAY S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000686-24CP,47.60039051,-122.33518102,"(47.60039051, -122.33518102)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000762-24CP,Complaint,Request,LandLord/Tenant,EDRA questions,2024 Jan 19 12:00:00 AM,,,Completed,4416 44TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000762-24CP,47.56417594,-122.38778554,"(47.56417594, -122.38778554)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000798-24CP,Complaint,Request,LandLord/Tenant,Moved in middle of June but landlord just recognized missing signature on lease - wants to know rights as a tenant.,2024 Jan 18 12:00:00 AM,,,Under Investigation,4040 26TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000798-24CP,47.56709607,-122.36489874,"(47.56709607, -122.36489874)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000805-24CP,Complaint,Request,LandLord/Tenant,Rent increase,2024 Jan 22 12:00:00 AM,,,Completed,4040 26TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000805-24CP,47.56709607,-122.36489874,"(47.56709607, -122.36489874)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
000813-24CP,Complaint,Request,LandLord/Tenant,Landlord wouldn't let him patch up walls and charged him $50 after move out to patch up. Didn't give tenant break down for refund. Charging electrician for lighting fixture then changed it back. Do landlords need professional cleaners?,2024 Jan 22 12:00:00 AM,,,Closed,3252 60TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000813-24CP,47.57429969,-122.40922084,"(47.57429969, -122.40922084)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
000824-24CP,Complaint,Request,LandLord/Tenant,"Caller reported owneris crowding too manypeople in house,without notice toexisting tenants.They have allowed3 more people toshare my bedroom.They've threatenedme with evictionbecause I waschallenging this decision. Whatare my rights?",2024 Jan 22 12:00:00 AM,,,Under Investigation,7737 16TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000824-24CP,47.53257571,-122.35539698,"(47.53257571, -122.35539698)",1,2024,1,,,,True,True,,1,True,False,False,False,False,True,False
000893-24CP,Complaint,Request,LandLord/Tenant,"lack of response, communication and timely manner of repairs in building-raw sewage backup in bathtub & toilet for several units which took over a month to repair- at least 3 times it overflowed and my floor was covered in raw sewage-was told to not use water for a day several instances during the sewage backup as they refused to deem it an emergency and wanted to use their family member, unsure if person is licensed to DO actual plumbing repairs-did not offer to clean nor provide suppl",2024 Jan 23 12:00:00 AM,2024 Apr 24 12:00:00 AM,Completed,Completed,6033 CALIFORNIA AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000893-24CP,47.54753861,-122.38768182,"(47.54753861, -122.38768182)",1,2024,1,4,2024,2,False,False,92,1,True,False,False,False,True,False,False
000972-24CP,Complaint,Request,LandLord/Tenant,I have questions regarding the 30-day notice I received a while ago. I paid theback rent and Iam behind in theJan. rent.  Can theoriginal notice berestored andimplemented?,2024 Jan 24 12:00:00 AM,,,Completed,4745 40TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000972-24CP,47.55977042,-122.38321888,"(47.55977042, -122.38321888)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001002-24CP,Complaint,Request,LandLord/Tenant,"I received a leaserenewal offer 1/24/2023.  My current lease expires on May 31st, but she wantsme to respond byApril 30th. Offer didnot include a rentincrease, I just havesome questions.",2024 Jan 24 12:00:00 AM,,,Under Investigation,2830 C SW DAKOTA ST,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001002-24CP,47.56705237,-122.36951293,"(47.56705237, -122.36951293)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001041-24CP,Complaint,Request,LandLord/Tenant,"45 day notice, recv'd notice landlord will not renew lease",2024 Jan 26 12:00:00 AM,,,Completed,7130 CALIFORNIA AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001041-24CP,47.53911052,-122.38701279,"(47.53911052, -122.38701279)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001220-24CP,Complaint,Request,LandLord/Tenant,"After moving out inSept. 2023, I havetried on several occasions to retrieve the rest ofmy belongings fromthe garage.  I wasnever able to getaccess.  I textedmanagement 1/30and was told I haveto retrieve by 1/31.That is not enoughtime.  What are myrights?",2024 Jan 30 12:00:00 AM,,,Under Investigation,4700 SW OTHELLO ST,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001220-24CP,47.53817184,-122.39325501,"(47.53817184, -122.39325501)",1,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001485-24CP,Complaint,Request,LandLord/Tenant,Given eviction notice on 1/26,2024 Feb 06 12:00:00 AM,,,Completed,3015 SW ORLEANS ST,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001485-24CP,47.57041369,-122.37151545,"(47.57041369, -122.37151545)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
001490-24CP,Complaint,Request,LandLord/Tenant,"Refrigerator making loud noise. The fridge still works for now as far as cooling/freezing, but it makes a very loud fluttering sound when it's cycling (running it's fan), which is ~20 hours a day. This noise interferes with my ability to sleep. The fridge may also be on the verge of breaking down, which will cause all food to go bad. It's been doing this for over a month and I've reported it to landlord a few times via email. Landlord said they ordered a replacement part for the fridge, but tha",2024 Feb 06 12:00:00 AM,,,Completed,115 PREFONTAINE PL S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001490-24CP,47.60113987,-122.32981169,"(47.60113987, -122.32981169)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001494-24CP,Complaint,Request,LandLord/Tenant,charging $200 month to month fee,2024 Feb 06 12:00:00 AM,,,Completed,4745 40TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001494-24CP,47.55977042,-122.38321888,"(47.55977042, -122.38321888)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001627-24CP,Complaint,Request,LandLord/Tenant,"PER CSB: Customer has been having concerns regarding access int their building. The. elevator was supposed to be out of service for only 12 weeks with advance notice given only a week and half before and not 30 days. This was on Sep 11. There is still no elevator. Customer resides on the third floor. Is unable to go down and get mail. They were supposed to hire extra staff to accommodate lack of elevator but never did. 2-3 days before construction was to start, Seattle Housing Authority asked c",2024 Feb 07 12:00:00 AM,2024 Apr 12 12:00:00 AM,Completed,Completed,6520 35TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001627-24CP,47.54371988,-122.37606559,"(47.54371988, -122.37606559)",2,2024,1,4,2024,2,False,False,65,1,True,False,False,False,False,False,False
001745-24CP,Complaint,Request,LandLord/Tenant,"Received a rent increase notice 2 weeks ago, currentlease ends in May.What are my rights?",2024 Feb 13 12:00:00 AM,,,Completed,3213 HARBOR AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001745-24CP,47.57519969,-122.3714441,"(47.57519969, -122.3714441)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
001795-24CP,Complaint,Request,LandLord/Tenant,"We had to relocateourselves for 20 days due to needed repairs for a burst pipe. We are back in the unit but there is still repairs being done to the bathroom,there is moistureconsistently on thebathroom floor andthe carpet in the bedroom needs tobe replaced.  The bedroom has aconstant musty odor.  We are notwhat else needs tobe repaired, we need to know whatthe landlordsresponsibility is. Wewant to be compensated for thedays we were notable to live",2024 Feb 14 12:00:00 AM,,,Completed,9212 45TH AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001795-24CP,47.52105516,-122.3899589,"(47.52105516, -122.3899589)",2,2024,1,,,,True,True,,1,True,False,False,False,True,False,False
001866-24CP,Complaint,Request,LandLord/Tenant,"Requests for repairsare continuouslyignored bymanagement.  I'vebeen waiting for months for the lightto be replaced/repaired, kitchen faucet leaks, theelevator has beenbroken for 2 monthsand the garbage has not been collected in about2 weeks.  I alsohave concernsabout retaliation andharassment for filing a complaint.",2024 Feb 15 12:00:00 AM,,,Open Duplicate,6512 35TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001866-24CP,47.54425167,-122.37611866,"(47.54425167, -122.37611866)",2,2024,1,,,,True,True,,1,True,False,False,False,True,True,False
001872-24CP,Complaint,Request,LandLord/Tenant,"Renting apartment since July and temperature is always very warm, no windows in bedroom. Last tenant was able to break lease due to heat conditions. Contacted management and HVAC company found out there's a ventilation issue that cannot be fixed. Told tenant to run AC unit. Suggested to move to another unit without pay.",2024 Feb 15 12:00:00 AM,2024 Mar 14 12:00:00 AM,Completed,Under Investigation,2745 CALIFORNIA AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001872-24CP,47.57775082,-122.38705548,"(47.57775082, -122.38705548)",2,2024,1,3,2024,1,False,False,28,1,True,False,False,False,False,False,False
001931-24CP,Complaint,Request,LandLord/Tenant,EDRA questions need help cannot fill out application I am disabled,2024 Feb 15 12:00:00 AM,,,Under Investigation,8816 9TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001931-24CP,47.52397785,-122.34645729,"(47.52397785, -122.34645729)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001937-24CP,Complaint,Request,LandLord/Tenant,"Have tenant in ADU, wanted to start rent increase, wondering if it can occur in the middle of the lease term. What the limit is for rent increase?",2024 Feb 16 12:00:00 AM,,,Under Investigation,9343 46TH AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001937-24CP,47.51828466,-122.392607,"(47.51828466, -122.392607)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
001959-24CP,Complaint,Request,LandLord/Tenant,Landlord hasn't provided new lease within 60-90 days of lease expiring and anticipated rent increase hasn't come within 180 days either.,2024 Feb 20 12:00:00 AM,,,Completed,4500 36TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001959-24CP,47.56245138,-122.37700417,"(47.56245138, -122.37700417)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
001980-24CP,Complaint,Request,LandLord/Tenant,"I live in an MFTE unit,and the parking feewas always includedwith the rent.  I amnow receiving notices that I haven't paid the fee.My space number is on the lease. What are my rights?",2024 Feb 20 12:00:00 AM,,,Completed,4745 40TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001980-24CP,47.55977042,-122.38321888,"(47.55977042, -122.38321888)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
001984-24CP,Complaint,Request,LandLord/Tenant,Rent increase questions,2024 Feb 21 12:00:00 AM,,,Completed,2420 54TH PL SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001984-24CP,47.58229257,-122.40148018,"(47.58229257, -122.40148018)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
002005-24CP,Complaint,Request,LandLord/Tenant,"Received aneviction notice to beout by the end of themonth.  There is also a roachinfestation, stovedoesn't work andcounters are cracked.",2024 Feb 21 12:00:00 AM,,,Closed,7524 35TH AVE SW,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002005-24CP,47.53456663,-122.37633952,"(47.53456663, -122.37633952)",2,2024,1,,,,True,True,,1,True,False,False,False,True,False,True
002169-24CP,Complaint,Request,LandLord/Tenant,"I received a rent increase notice acouple of months ago, my current lease ends in 2weeks. Also, wenever received theadvertised move-inspecial of 1 freemonth of rent.",2024 Feb 26 12:00:00 AM,,,Completed,4730 CALIFORNIA AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002169-24CP,47.56013448,-122.38642978,"(47.56013448, -122.38642978)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
002247-24CP,Complaint,Request,LandLord/Tenant,Missing documents in 30day notice.,2024 Feb 28 12:00:00 AM,,,Completed,6701 21ST AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002247-24CP,47.54250148,-122.3601343,"(47.54250148, -122.3601343)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
002262-24CP,Complaint,Request,LandLord/Tenant,"Lived in house over 7 years, landlord not addressing mold, window not sealed, during freeze furnace broke and oil from heater leaked so space heaters are being used. Tenant also has to prune trees but on the lease it says landlord will prune trees.Update 3/18/24-Heat no longer issue, repaired in February.",2024 Feb 28 12:00:00 AM,2024 Apr 25 12:00:00 AM,Completed,Under Investigation,3803 SW 105TH ST,98146,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002262-24CP,47.50892453,-122.37994937,"(47.50892453, -122.37994937)",2,2024,1,4,2024,2,False,False,57,1,True,False,False,False,True,False,False
002263-24CP,Complaint,Request,LandLord/Tenant,rent increase,2024 Feb 28 12:00:00 AM,,,Under Investigation,8638 FAUNTLEROY WAY SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002263-24CP,47.52560753,-122.39237745,"(47.52560753, -122.39237745)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
002270-24CP,Complaint,Request,LandLord/Tenant,"I broke the lease moved out Jan. 27, gave the appropriate notice, paid the agreed fees, now the landlord will notrefund my securitydeposit",2024 Feb 28 12:00:00 AM,,,Under Investigation,2743 SW SYLVAN HEIGHTS DR,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002270-24CP,47.53978931,-122.36907625,"(47.53978931, -122.36907625)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
002304-24CP,Complaint,Request,LandLord/Tenant,Currently have a property manager but were planning on making renovations on property but property manager extended lease without authorization from landlord.,2024 Feb 29 12:00:00 AM,,,Under Investigation,9010 HENDERSON PL SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002304-24CP,47.52238334,-122.34613395,"(47.52238334, -122.34613395)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,False
002319-24CP,Complaint,Request,LandLord/Tenant,"I received notice of a rent increase via text message today, no effective date included.",2024 Feb 29 12:00:00 AM,,,Completed,9249 FAUNTLEROY WAY SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002319-24CP,47.5208306,-122.39395769,"(47.5208306, -122.39395769)",2,2024,1,,,,True,True,,1,True,False,False,False,False,False,True
