address_norm,example_raw_address,DISTRICT,elevator_complaint_count,first_elevator_complaint_date,last_elevator_complaint_date,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,sfd_rescue_at_address_flag,conveyance_active_record_count,conveyance_active_flag,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_no_cert_record_count,conveyance_no_cert_flag,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,has_both_complaint_and_rescue_flag,days_first_complaint_to_first_rescue
171 12TH AVE,171 12TH AVE,2.0,1,2025-12-08,2025-12-08,6,2023-05-23,2025-08-27,True,0,False,,,,,,,3,True,EQP-CY-10499 | EQP-CY-10498 | EQP-CY-10497,Conveyance Equipment Certification,"3 - Hydraulic Elevator, City # 14044 | 2 - Cabled Elevator, City # 14017 | 1 - Cabled Elevator, City # 14016",Operating Without Certificate,2022-06-30,2022-06-30,True,-930.0
1711 12TH AVE,1711 12TH AVE,3.0,1,2024-06-03,2024-06-03,1,2025-02-05,2025-02-05,True,1,True,EQP-CY-07856,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11129",Active,2013-11-27,2013-11-27,0,False,,,,,,,True,247.0
1715 NW 59TH ST,1715 NW 59TH ST,6.0,2,2025-07-03,2025-07-10,5,2024-04-06,2025-07-01,True,0,False,,,,,,,1,True,EQP-CY-02990,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4843",Operating Without Certificate,1990-03-02,1990-03-02,True,-453.0
1717 22ND AVE,1717 22ND AVE,3.0,1,2023-07-08,2023-07-08,6,2021-07-04,2025-06-18,True,1,True,EQP-CY-08519,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11830",Active,2016-08-17,2016-08-17,1,True,EQP-CY-08520,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11829",Operating Without Certificate,2016-08-17,2016-08-17,True,-734.0
1718 MELROSE AVE,1718 MELROSE AVE,3.0,6,2024-08-14,2025-06-29,6,2021-12-24,2025-01-09,True,1,True,EQP-CY-01527,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5511",Active,1989-09-04,1989-09-04,0,False,,,,,,,True,-964.0
1722 19TH AVE,1722 19TH AVE,3.0,1,2025-08-07,2025-08-07,3,2024-04-08,2026-01-20,True,1,True,EQP-CY-10792,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 14603",Active,2023-11-09,2023-11-09,0,False,,,,,,,True,-486.0
1727 HARBOR AVE SW,1727 HARBOR AVE SW,1.0,2,2017-02-01,2017-02-09,1,2025-08-19,2025-08-19,True,0,False,,,,,,,2,True,EQP-CY-01882 | EQP-CY-01881,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 3477 | 1-P - Hydraulic Elevator, City # 3448",Operating Without Certificate,1989-10-27,1989-10-27,True,3121.0
1727 SUMMIT AVE,1727 SUMMIT AVE,3.0,30,2015-09-16,2025-11-17,0,,,False,1,True,EQP-CY-03734,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2465",Active,1990-07-17,1990-07-17,0,False,,,,,,,False,
1730 22ND AVE,1730 22ND AVE,3.0,1,2017-10-26,2017-10-26,1,2026-01-20,2026-01-20,True,0,False,,,,,,,0,False,,,,,,,True,3008.0
1730 N NORTHLAKE WAY,1730 N NORTHLAKE WAY,4.0,1,2019-03-04,2019-03-04,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
1736 BELMONT AVE,1736 BELMONT AVE,3.0,2,2025-11-06,2025-12-12,4,2021-10-13,2024-10-23,True,1,True,EQP-CY-03822,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1634",Active,1990-07-18,1990-07-18,1,True,EQP-CY-03823,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 1635",Operating Without Certificate,1990-07-18,1990-07-18,True,-1485.0
1741 BELMONT AVE,1741 Belmont AVE,3.0,1,2025-09-20,2025-09-20,1,2021-03-29,2021-03-29,True,0,False,,,,,,,1,True,EQP-CY-01776,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 713",Operating Without Certificate,1989-10-27,1989-10-27,True,-1636.0
1760 NW 56TH ST,1760 NW 56TH ST,6.0,3,2015-09-17,2025-04-01,2,2022-03-26,2024-08-12,True,2,True,EQP-CY-08353 | EQP-CY-08352,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11639 | 1-P - Cabled Elevator, City # 11638",Active,2016-01-15,2016-01-15,0,False,,,,,,,True,2382.0
1801 FAIRVIEW AVE E,1801 FAIRVIEW AVE E,3.0,1,2023-12-20,2023-12-20,0,,,False,0,False,,,,,,,1,True,EQP-CY-03655,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4799",Operating Without Certificate,1990-06-12,1990-06-12,False,
1806 23RD AVE,1806 23RD AVE,3.0,1,2021-10-15,2021-10-15,1,2024-10-19,2024-10-19,True,0,False,,,,,,,1,True,EQP-CY-08079,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 11256",Operating Without Certificate,2014-10-31,2014-10-31,True,1100.0
1808 BELLEVUE AVE,1808 BELLEVUE AVE,3.0,3,2015-09-02,2024-01-08,0,,,False,1,True,EQP-CY-04506,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 5980",Active,1993-02-23,1993-02-23,0,False,,,,,,,False,
1811 EASTLAKE AVE,1811 EASTLAKE AVE,7.0,3,2022-08-19,2025-07-21,13,2021-06-15,2025-07-24,True,1,True,EQP-CY-06442,Conveyance Equipment Certification,"Cabled Elevator, City # 8578",Active,2006-02-01,2006-02-01,0,False,,,,,,,True,-430.0
1814 12TH AVE S,1814 12TH AVE S,2.0,1,2025-04-04,2025-04-04,0,,,False,1,True,EQP-CY-08153,Conveyance Equipment Certification,"1P - Hydraulic Elevator, City # 11374",Active,2015-04-20,2015-04-20,0,False,,,,,,,False,
1819 23RD AVE,1819 23RD AVE,3.0,4,2024-01-24,2024-02-12,10,2021-10-05,2026-01-20,True,5,True,EQP-CY-06335 | EQP-CY-06334 | EQP-CY-06333 | EQP-CY-06332 | EQP-CY-06331,Conveyance Equipment Certification,"5 - Cabled Elevator, City # 8479 | 4 - Cabled Elevator, City # 8478 | 3 - Cabled Elevator, City # 8477 | 2 - Cabled Elevator, City # 8476 | 1 - Cabled Elevator, City # 8475",Active,2004-12-21,2004-12-21,1,True,EQP-CY-06367,Conveyance Equipment Certification,"HL - Accessibility Lift (vertical included), City # 8527",Operating Without Certificate,2005-04-08,2005-04-08,True,-841.0
1820 MINOR AVE,1820 MINOR AVE,7.0,2,2022-02-05,2023-11-01,1,2022-04-13,2022-04-13,True,3,True,EQP-CY-04586 | EQP-CY-04585 | EQP-CY-04584,Conveyance Equipment Certification,"3-P - Hydraulic Elevator, City # 6366 | 2-P - Hydraulic Elevator, City # 6365 | 1-P - Hydraulic Elevator, City # 6364",Active,1993-11-22,1993-11-22,0,False,,,,,,,True,67.0
1823 E MADISON ST,1823 E MADISON ST,3.0,12,2023-07-22,2025-12-03,4,2020-02-03,2025-12-18,True,0,False,,,,,,,0,False,,,,,,,True,-1265.0
1823 TERRY AVE,1823 TERRY AVE,7.0,3,2023-05-19,2024-06-28,6,2023-09-28,2025-12-10,True,4,True,EQP-CY-07230 | EQP-CY-07229 | EQP-CY-07228 | EQP-CY-07227,Conveyance Equipment Certification,"4-P - Hydraulic Elevator, City # 9603 | 3-P - Cabled Elevator, City # 9630 | 2-P - Cabled Elevator, City # 9629 | 1-P - Cabled Elevator, City # 9628",Active,2009-12-09,2009-12-09,1,True,EQP-CY-07563,Conveyance Equipment Certification,"1 - Accessibility Lift (vertical included), City # 10578",Operating Without Certificate,2012-02-29,2012-02-29,True,132.0
1831 8TH AVE,1831 8TH AVE,7.0,1,2021-09-13,2021-09-13,12,2021-05-06,2025-12-30,True,2,True,EQP-CY-05982 | EQP-CY-05981,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 7945 | 1 - Hydraulic Elevator, City # 7944",Active,2002-06-12,2002-06-12,0,False,,,,,,,True,-130.0
1833 13TH AVE,1833 13TH AVE,3.0,3,2019-12-12,2021-07-20,0,,,False,0,False,,,,,,,1,True,EQP-CY-02942,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 667",Operating Without Certificate,1990-03-02,1990-03-02,False,
1911 22ND AVE S,1911 22ND AVE S,2.0,2,2025-02-11,2025-04-16,50,2022-03-09,2026-01-22,True,1,True,EQP-CY-10174,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 13420",Active,2020-10-14,2020-10-14,3,True,EQP-CY-10489 | EQP-CY-10488 | EQP-CY-10173,Conveyance Equipment Certification,"4-P - Cabled Elevator, City # 13666 | 3-P - Cabled Elevator, City # 13665 | 1-P - Cabled Elevator, City # 13419",Operating Without Certificate,2020-10-14,2022-06-30,True,-1070.0
1916 E MADISON ST,1916 E MADISON ST,3.0,2,2016-04-26,2024-09-21,2,2021-11-06,2022-11-08,True,1,True,EQP-CY-05131,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 6797",Active,1998-07-02,1998-07-02,0,False,,,,,,,True,2020.0
1919 QUEEN ANNE AVE N,1919 QUEEN ANNE AVE N,7.0,1,2025-04-01,2025-04-01,2,2025-03-02,2025-11-04,True,1,True,EQP-CY-07679,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 10305",Active,2012-12-12,2012-12-12,0,False,,,,,,,True,-30.0
1920 QUEEN ANNE AVE N,1920 QUEEN ANNE AVE N,7.0,1,2025-10-01,2025-10-01,2,2021-04-26,2021-05-25,True,0,False,,,,,,,0,False,,,,,,,True,-1619.0
1922 9TH AVE,1922 9TH AVE,7.0,6,2020-01-03,2022-10-10,7,2022-09-07,2025-07-11,True,0,False,,,,,,,1,True,EQP-CY-05909,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7701",Operating Without Certificate,2001-12-05,2001-12-05,True,978.0
1950 1ST AVE S,1950 1ST AVE S,1.0,1,2024-01-26,2024-01-26,0,,,False,0,False,,,,,,,1,True,EQP-CY-06950,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 9584",Operating Without Certificate,2008-11-25,2008-11-25,False,
2004 DEXTER AVE N,2004 DEXTER AVE N,7.0,1,2022-09-08,2022-09-08,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
201 YESLER WAY,201 YESLER WAY,1.0,11,2017-08-28,2025-09-02,1,2025-11-21,2025-11-21,True,2,True,EQP-CY-06762 | EQP-CY-06761,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 8837 | 1-P - Cabled Elevator, City # 8836",Active,2007-10-26,2007-10-26,0,False,,,,,,,True,3007.0
2011 5TH AVE,2011 5TH AVE,7.0,7,2022-02-25,2022-12-13,0,,,False,1,True,EQP-CY-00598,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 2671",Active,1989-03-22,1989-03-22,0,False,,,,,,,False,
2014 FAIRVIEW AVE,2014 FAIRVIEW AVE,7.0,3,2023-10-29,2024-01-25,25,2022-08-04,2025-11-16,True,4,True,EQP-CY-10549 | EQP-CY-10548 | EQP-CY-10547 | EQP-CY-10546,Conveyance Equipment Certification,"4 - Cabled Elevator, City # 13540 | 3 - Cabled Elevator, City # 13539 | 2 - Cabled Elevator, City # 13538 | 1 - Cabled Elevator, City # 13537",Active,2022-10-19,2022-10-19,0,False,,,,,,,True,-451.0
2015 2ND AVE,2015 2nd AVE,7.0,1,2023-09-18,2023-09-18,29,2021-05-01,2026-01-03,True,4,True,EQP-CY-08742 | EQP-CY-08741 | EQP-CY-08740 | EQP-CY-08739,Conveyance Equipment Certification,"4-P - Cabled Elevator, City # 12142 | 3-P - Cabled Elevator, City # 11893 | 2-P - Cabled Elevator, City # 11892 | 1-P - Cabled Elevator, City # 11891",Active,2017-05-24,2017-05-24,0,False,,,,,,,True,-870.0
2024 3RD AVE,2024 3RD AVE,7.0,3,2019-01-07,2025-02-21,51,2021-04-20,2025-06-22,True,1,True,EQP-CY-06128,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 8199",Active,2003-11-20,2003-11-20,2,True,EQP-CY-06134 | EQP-CY-06129,Conveyance Equipment Certification,"1-VPL - Accessibility Lift (vertical included), City # 8280 | 1-P - Cabled Elevator, City # 8200",Operating Without Certificate,2003-11-20,2003-12-04,True,834.0
2030 8TH AVE,2030 8TH AVE,7.0,9,2025-07-28,2025-12-11,1,2025-11-16,2025-11-16,True,3,True,EQP-CY-08220 | EQP-CY-08219 | EQP-CY-08218,Conveyance Equipment Certification,"A - Cabled Elevator, City # 11351 | C - Cabled Elevator, City # 11353 | B - Cabled Elevator, City # 11352",Active,2015-07-17,2015-07-17,1,True,EQP-CY-08221,Conveyance Equipment Certification,"D - Cabled Elevator, City # 11354",Operating Without Certificate,2015-07-17,2015-07-17,True,111.0
204 3RD AVE S,204 3RD AVE S,1.0,1,2018-10-04,2018-10-04,13,2021-03-09,2025-12-13,True,1,True,EQP-CY-04642,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6407",Active,1994-04-21,1994-04-21,0,False,,,,,,,True,887.0
2040 13TH AVE W,2040 13TH AVE W,7.0,1,2022-09-15,2022-09-15,0,,,False,1,True,EQP-CY-03813,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5528",Active,1990-07-18,1990-07-18,0,False,,,,,,,False,
2041 NW 57TH ST,2041 NW 57TH ST,6.0,1,2024-06-03,2024-06-03,3,2020-01-21,2023-08-09,True,0,False,,,,,,,2,True,EQP-CY-07784 | EQP-CY-07783,Conveyance Equipment Certification,"EL-1S - Cabled Elevator, City # 10465 | EL-1N - Cabled Elevator, City # 10455",Operating Without Certificate,2013-07-10,2013-07-10,True,-1595.0
206 BELL ST,206 BELL ST,7.0,1,2025-06-06,2025-06-06,0,,,False,2,True,EQP-CY-07778 | EQP-CY-07777,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 10429 | 1-P - Cabled Elevator, City # 10428",Active,2013-07-10,2013-07-10,0,False,,,,,,,False,
209 12TH AVE S,209 12TH AVE S,2.0,2,2025-10-16,2025-10-30,21,2022-08-01,2026-01-01,True,4,True,EQP-CY-10472 | EQP-CY-10471 | EQP-CY-10470 | EQP-CY-10469,Conveyance Equipment Certification,"2B - Cabled Elevator, City # 13916 | 2A - Cabled Elevator, City # 13915 | 1B - Cabled Elevator, City # 13914 | 1A - Cabled Elevator, City # 13913",Active,2022-06-22,2022-06-22,0,False,,,,,,,True,-1172.0
2100 ALASKAN WAY,2100 ALASKAN WAY,7.0,1,2025-09-10,2025-09-10,8,2020-01-29,2025-10-11,True,7,True,EQP-CY-00067 | EQP-CY-00066 | EQP-CY-00065 | EQP-CY-00064 | EQP-CY-00063 | EQP-CY-00062 | EQP-CY-00061,Conveyance Equipment Certification,"7-P - Hydraulic Elevator, City # 8066 | 6-P - Cabled Elevator, City # 8136 | 5-P - Cabled Elevator, City # 8135 | 4-P - Cabled Elevator, City # 8134 | 3-P - Cabled Elevator, City # 8133 | 2-P - Cabled Elevator, City # 8132 | 1-P - Cabled Elevator, City # 8131",Active,2003-05-14,2003-05-14,0,False,,,,,,,True,-2051.0
2101 4TH AVE,2101 4TH AVE,7.0,2,2024-06-24,2025-04-30,1,2022-11-09,2022-11-09,True,10,True,EQP-CY-03567 | EQP-CY-03566 | EQP-CY-03565 | EQP-CY-03564 | EQP-CY-03563 | EQP-CY-03562 | EQP-CY-03561 | EQP-CY-03560 | EQP-CY-03559 | EQP-CY-03558,Conveyance Equipment Certification,"9-P - Hydraulic Elevator, City # 3909 | 8-P - Cabled Elevator, City # 3908 | 7-P - Cabled Elevator, City # 3907 | 6-P - Cabled Elevator, City # 3906 | P-5 - Cabled Elevator, City # 3905 | 4-P - Cabled Elevator, City # 3904 | 3-P - Cabled Elevator, City # 3903 | 2-P - Cabled Elevator, City # 3902 | 1-P - Cabled Elevator, City # 3901 | 10-P - Cabled Elevator, City # 3900",Active,1990-05-10,1990-05-10,0,False,,,,,,,True,-593.0
2105 5TH AVE,2105 5TH AVE,7.0,11,2025-04-07,2025-05-08,6,2022-09-20,2024-11-21,True,3,True,EQP-CY-07850 | EQP-CY-07837 | EQP-CY-07836,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 11166 | 2-P - Cabled Elevator, City # 10425 | 1-P - Cabled Elevator, City # 10424",Active,2013-10-30,2013-11-12,0,False,,,,,,,True,-930.0
2112 E DENNY WAY,2112 E DENNY WAY,3.0,1,2019-08-21,2019-08-21,3,2021-06-11,2023-10-17,True,1,True,EQP-CY-09852,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12724",Active,2019-07-12,2019-07-12,0,False,,,,,,,True,660.0
212 ALASKAN WAY S,212 ALASKAN WAY S,1.0,4,2022-09-03,2024-12-24,6,2022-06-17,2023-05-16,True,0,False,,,,,,,2,True,EQP-CY-06214 | EQP-CY-06213,Conveyance Equipment Certification,"Accessibility Lift (vertical included), City # 8444 | 1P - Hydraulic Elevator, City # 8441",Operating Without Certificate,2004-05-12,2004-05-12,True,-78.0
2121 26TH AVE S,2121 26TH AVE S,2.0,2,2020-05-01,2020-12-14,6,2021-12-25,2025-07-28,True,3,True,EQP-CY-00123 | EQP-CY-00122 | EQP-CY-00121,Conveyance Equipment Certification,"3-P - Hydraulic Elevator, City # 3559 | 2-P - Cabled Elevator, City # 3182 | 1-P - Cabled Elevator, City # 3181",Active,1989-01-11,1989-01-11,0,False,,,,,,,True,603.0
2121 6TH AVE,2121 6TH AVE,7.0,1,2022-02-22,2022-02-22,7,2021-08-15,2025-06-28,True,7,True,EQP-CY-07827 | EQP-CY-07824 | EQP-CY-07823 | EQP-CY-07822 | EQP-CY-07821 | EQP-CY-07820 | EQP-CY-07819,Conveyance Equipment Certification,"HL-1 - Accessibility Lift (vertical included), City # 10449 | 6-P - Cabled Elevator, City # 10330 | 5-P - Cabled Elevator, City # 10329 | 4-P - Cabled Elevator, City # 10328 | 3-P - Cabled Elevator, City # 10327 | 2-P - Cabled Elevator, City # 10326 | 1-P - Cabled Elevator, City # 10325",Active,2013-10-04,2013-10-04,2,True,EQP-CY-07826 | EQP-CY-07825,Conveyance Equipment Certification,"ML-1 - Material Lift, City # 10448 | 7-P - Hydraulic Elevator, City # 10358",Operating Without Certificate,2013-10-04,2013-10-04,True,-191.0
2132 2ND AVE,2132 2ND AVE,7.0,7,2018-12-20,2025-02-19,3,2021-11-04,2024-09-06,True,0,False,,,,,,,1,True,EQP-CY-03501,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 719",Operating Without Certificate,1990-05-10,1990-05-10,True,1050.0
215 1ST AVE W,215 1ST AVE W,7.0,2,2025-02-03,2025-02-24,6,2021-07-03,2025-06-22,True,2,True,EQP-CY-05928 | EQP-CY-05927,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 7758 | 1 - Hydraulic Elevator, City # 7757",Active,2002-02-04,2002-02-04,0,False,,,,,,,True,-1311.0
219 HARVARD AVE E,219 Harvard AVE E,3.0,1,2019-10-11,2019-10-11,0,,,False,1,True,EQP-CY-01649,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2624",Active,1989-09-14,1989-09-14,0,False,,,,,,,False,
220 10TH AVE,220 10TH AVE,2.0,1,2022-10-11,2022-10-11,2,2021-11-27,2022-06-22,True,0,False,,,,,,,1,True,EQP-CY-07835,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11122",Operating Without Certificate,2013-10-30,2013-10-30,True,-318.0
2200 6TH AVE,2200 6TH AVE,7.0,1,2019-07-29,2019-07-29,1,2024-11-02,2024-11-02,True,5,True,EQP-CY-03601 | EQP-CY-03600 | EQP-CY-03599 | EQP-CY-03598 | EQP-CY-03597,Conveyance Equipment Certification,"5-P - Cabled Elevator, City # 3084 | 1-P - Cabled Elevator, City # 3040 | 4-P - Cabled Elevator, City # 3039 | 3-P - Cabled Elevator, City # 3038 | 2-P - Cabled Elevator, City # 3037",Active,1990-05-11,1990-05-11,0,False,,,,,,,True,1923.0
2202 8TH AVE,2202 8TH AVE,7.0,3,2023-02-14,2023-10-13,6,2021-04-18,2025-10-30,True,4,True,EQP-CY-09564 | EQP-CY-09563 | EQP-CY-09562 | EQP-CY-09561,Conveyance Equipment Certification,"D - Cabled Elevator, City # 12375 | C - Cabled Elevator, City # 12374 | B - Cabled Elevator, City # 12373 | A - Cabled Elevator, City # 12372",Active,2018-08-10,2018-08-10,0,False,,,,,,,True,-667.0
2205 2ND AVE,2205 2ND AVE,7.0,1,2024-04-01,2024-04-01,1,2023-12-20,2023-12-20,True,2,True,EQP-CY-00714 | EQP-CY-00713,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2074 | 2-P - Cabled Elevator, City # 1356",Active,1989-04-14,1989-04-14,0,False,,,,,,,True,-103.0
2208 NW MARKET ST,2208 NW MARKET ST,6.0,1,2019-03-07,2019-03-07,3,2023-09-18,2025-07-29,True,1,True,EQP-CY-03311,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 711",Active,1990-04-05,1990-04-05,0,False,,,,,,,True,1656.0
2209 1ST AVE,2209 1ST AVE,7.0,1,2024-08-02,2024-08-02,3,2021-06-25,2022-01-05,True,1,True,EQP-CY-07374,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 9899",Active,2010-07-06,2010-07-06,0,False,,,,,,,True,-1134.0
221 13TH AVE E,221 13TH AVE E,3.0,3,2025-07-11,2025-07-18,0,,,False,1,True,EQP-CY-02943,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2689",Active,1990-03-02,1990-03-02,0,False,,,,,,,False,
2212 S JACKSON ST,2212 S JACKSON ST,3.0,1,2025-04-22,2025-04-22,7,2020-07-02,2026-01-18,True,1,True,EQP-CY-10141,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 13315",Active,2020-06-26,2020-06-26,1,True,EQP-CY-10140,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 13314",Operating Without Certificate,2020-06-26,2020-06-26,True,-1755.0
2222 ALKI AVE SW,2222 ALKI AVE SW,1.0,1,2023-07-24,2023-07-24,0,,,False,1,True,EQP-CY-01626,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2383",Active,1989-09-13,1989-09-13,0,False,,,,,,,False,
223 YESLER WAY,223 YESLER WAY,1.0,9,2015-10-29,2024-07-24,27,2020-07-25,2026-01-20,True,2,True,EQP-CY-01431 | EQP-CY-01430,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 3434 | 1-P - Cabled Elevator, City # 3433",Active,1989-08-17,1989-08-17,0,False,,,,,,,True,1731.0
2233 NW 58TH ST,2233 NW 58th ST,6.0,1,2025-05-03,2025-05-03,5,2022-02-10,2024-08-02,True,0,False,,,,,,,3,True,EQP-CY-07373 | EQP-CY-07372 | EQP-CY-07371,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 9773 | 1-P - Cabled Elevator, City # 9771 | 2-P - Cabled Elevator, City # 9772",Operating Without Certificate,2010-07-06,2010-07-06,True,-1178.0
225 CEDAR ST,225 CEDAR ST,7.0,5,2022-11-14,2023-01-12,2,2022-07-28,2024-05-30,True,3,True,EQP-CY-08052 | EQP-CY-08051 | EQP-CY-08050,Conveyance Equipment Certification,"3 - Cabled Elevator, City # 11219 | 2 - Cabled Elevator, City # 11218 | 1 - Cabled Elevator, City # 11217",Active,2014-09-17,2014-09-17,0,False,,,,,,,True,-109.0
225 HARVARD AVE E,225 Harvard AVE E,3.0,1,2024-02-14,2024-02-14,1,2024-01-20,2024-01-20,True,1,True,EQP-CY-10483,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 13610",Active,2022-06-29,2022-06-29,0,False,,,,,,,True,-25.0
2250 NW 59TH ST,2250 NW 59TH ST,6.0,4,2024-06-15,2024-07-02,4,2021-02-18,2023-02-02,True,0,False,,,,,,,1,True,EQP-CY-02993,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3117",Operating Without Certificate,1990-03-02,1990-03-02,True,-1213.0
2251 NW 59TH ST,2251 NW 59TH ST,6.0,1,2024-07-06,2024-07-06,0,,,False,1,True,EQP-CY-00541,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3733",Active,1989-03-17,1989-03-17,0,False,,,,,,,False,
230 8TH AVE N,230 8TH AVE N,7.0,1,2025-05-27,2025-05-27,3,2021-11-01,2024-07-08,True,1,True,EQP-CY-06421,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8591",Active,2005-11-17,2005-11-17,0,False,,,,,,,True,-1303.0
2301 FAIRVIEW AVE E,2301 FAIRVIEW AVE E,,1,2016-09-29,2016-09-29,0,,,False,0,False,,,,,,,2,True,EQP-CY-00767 | EQP-CY-00766,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 3277 | 1-P - Hydraulic Elevator, City # 3276",Operating Without Certificate,1989-06-07,1989-06-07,False,
2302 E DENNY WAY,2302 E DENNY WAY,3.0,4,2022-09-06,2024-12-02,1,2023-04-16,2023-04-16,True,0,False,,,,,,,1,True,EQP-CY-08738,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12086",Operating Without Certificate,2017-05-19,2017-05-19,True,222.0
2312 3RD AVE,2312 3RD AVE,7.0,2,2023-06-01,2025-09-07,9,2023-01-28,2025-05-10,True,1,True,EQP-CY-06972,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 9358",Active,2009-01-22,2009-01-22,1,True,EQP-CY-06971,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 9357",Operating Without Certificate,2009-01-22,2009-01-22,True,-124.0
2315 NE 65TH ST,2315 NE 65TH ST,4.0,1,2019-06-12,2019-06-12,0,,,False,2,True,EQP-CY-02468 | EQP-CY-01623,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 2915 | 1-P - Hydraulic Elevator, City # 5599",Active,1989-09-13,1989-12-05,0,False,,,,,,,False,
235 13TH AVE E,235 13TH AVE E,3.0,1,2024-08-09,2024-08-09,3,2024-08-07,2025-09-27,True,1,True,EQP-CY-03726,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4969",Active,1990-06-12,1990-06-12,0,False,,,,,,,True,-2.0
235 BELLEVUE AVE E,235 BELLEVUE AVE E,3.0,1,2018-06-07,2018-06-07,0,,,False,0,False,,,,,,,1,True,EQP-CY-01229,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2384",Operating Without Certificate,1989-07-18,1989-07-18,False,
2400 4TH AVE,2400 4TH AVE,7.0,1,2020-04-07,2020-04-07,11,2021-03-28,2025-12-22,True,4,True,EQP-CY-05330 | EQP-CY-05329 | EQP-CY-05328 | EQP-CY-05327,Conveyance Equipment Certification,"4 - Hydraulic Elevator, City # 6864 | 3 - Hydraulic Elevator, City # 6863 | 2 - Hydraulic Elevator, City # 6862 | 1 - Hydraulic Elevator, City # 6861",Active,1999-05-24,1999-05-24,0,False,,,,,,,True,355.0
2400 ELLIOTT AVE,2400 ELLIOTT AVE,7.0,1,2020-07-16,2020-07-16,2,2021-02-28,2022-11-04,True,2,True,EQP-CY-04300 | EQP-CY-04299,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 5790 | 1-P - Hydraulic Elevator, City # 5789",Active,1991-07-29,1991-07-29,0,False,,,,,,,True,227.0
